Location,AP,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,,Eff,,,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Beg,28.65,0.919,0.529,,23,Shell of Reminiscense,10,286.5,AP,0.182,0.109,,,55,Gem of Rider,14.55,196.9,AP,0.043,,,,76,Rider Piece,10.91,262.6,AP,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,66,"7,011",,,8.9,4.5,22.3,639.0,,,15,Octuplet Crystal,0.090,319.5,AP,0.163,0.080,,,24,Refined Magatama,0.090,319.5,AP,0.162,0.087,,,6,Deadly Poison Needle,0.135,213.0,AP,0.157,0.094,,,8,Stake of Wailing Night,0.135,213.0,AP,0.146,0.090,,,25,Eternal Ice,0.016,"1,825.8",AP,0.025,0.017,,,27,Aurora Steel,0.045,639.0,AP,0.084,0.052,,,-1,Blue Gems,0.090,,-2,Red Gems,0.090,,-3,Gold Gems,0.045
Int,32.81,1.374,0.755,,15,Octuplet Crystal,20.63,159.0,AP,0.328,0.160,,,56,Gem of Caster,15.63,209.9,AP,0.039,,,,77,Caster Piece,17.5,187.5,AP,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,88,"9,945",,,14.5,7.3,13.7,450.5,,,15,Octuplet Crystal,0.146,225.2,AP,0.231,0.113,,,24,Refined Magatama,0.146,225.2,AP,0.230,0.123,,,6,Deadly Poison Needle,0.219,150.2,AP,0.223,0.134,,,8,Stake of Wailing Night,0.219,150.2,AP,0.206,0.127,,,25,Eternal Ice,0.025,"1,287.1",AP,0.036,0.024,,,27,Aurora Steel,0.073,450.5,AP,0.120,0.074,,,-1,Blue Gems,0.146,,-2,Red Gems,0.146,,-3,Gold Gems,0.073
Adv,36.51,1.872,1.119,,7,Mystic Spinal Fluid,42.29,86.3,AP,0.372,0.266,,,57,Gem of Assassin,23.97,152.3,AP,0.051,,,,78,Assassin Piece,18.95,192.7,AP,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,121,"14,254",,,25.3,11.1,8.6,314.3,,,15,Octuplet Crystal,0.232,157.1,AP,0.332,0.162,,,24,Refined Magatama,0.232,157.1,AP,0.330,0.176,,,6,Deadly Poison Needle,0.349,104.8,AP,0.320,0.192,,,8,Stake of Wailing Night,0.349,104.8,AP,0.296,0.183,,,25,Eternal Ice,0.041,898.0,AP,0.051,0.035,,,27,Aurora Steel,0.116,314.3,AP,0.171,0.106,,,-1,Blue Gems,0.232,,-2,Red Gems,0.232,,-3,Gold Gems,0.116
Fish,36.33,2.223,1.281,,45,Mysterious Divine Wine,8.22,442.0,AP,0.316,0.180,,,8,Stake of Wailing Night,37.78,96.2,AP,0.322,0.199,,,68,Secret Gem of Lancer,5.83,623.2,AP,0.235,,,,75,Lancer Piece,21.2,171.4,AP,0.165,,,,54,Gem of Lancer,28.8,126.1,AP,0.067,,,,,,,,,,,,,,,,,,,,,5400,149,"15,065",,,27.7,11.4,8.2,297.4,,,15,Octuplet Crystal,0.244,148.7,AP,0.350,0.171,,,24,Refined Magatama,0.244,148.7,AP,0.348,0.186,,,6,Deadly Poison Needle,0.367,99.1,AP,0.338,0.203,,,8,Stake of Wailing Night,0.367,99.1,AP,0.313,0.193,,,25,Eternal Ice,0.043,849.7,AP,0.054,0.037,,,27,Aurora Steel,0.122,297.4,AP,0.181,0.112,,,-1,Blue Gems,0.244,,-2,Red Gems,0.244,,-3,Gold Gems,0.122
Vegetable,36.01,2.628,1.531,,50,Fruit of Eternity,16.27,221.3,AP,0.469,0.236,,,21,Meteor Horseshoes,30.55,117.9,AP,0.419,0.305,,,72,Secret Gem of Berserker,16.04,224.5,AP,0.740,,,,86,Berserker Monument,11.1,324.4,AP,0.223,,,,58,Gem of Berserker,33.5,107.5,AP,0.070,,,,,,,,,,,,,,,,,,,,,6400,178,"16,547",,,31.8,12.0,7.5,270.8,,,15,Octuplet Crystal,0.266,135.4,AP,0.385,0.188,,,24,Refined Magatama,0.266,135.4,AP,0.383,0.204,,,6,Deadly Poison Needle,0.399,90.3,AP,0.371,0.223,,,8,Stake of Wailing Night,0.399,90.3,AP,0.343,0.212,,,25,Eternal Ice,0.047,773.6,AP,0.060,0.040,,,27,Aurora Steel,0.133,270.8,AP,0.199,0.123,,,-1,Blue Gems,0.266,,-2,Red Gems,0.266,,-3,Gold Gems,0.133
Meat,35.8,2.910,1.616,,36,Dragon's Reverse Scale,13.24,270.4,AP,0.639,0.361,,,18,Eternal Gear,33.59,106.6,AP,0.427,0.206,,,67,Secret Gem of Archer,10.95,326.9,AP,0.411,,,,81,Archer Monument,16,223.8,AP,0.309,,,,60,Magic Gem of Archer,28.2,127.0,AP,0.154,,,,53,Gem of Archer,12.1,295.9,AP,0.025,,,,,,,,,,,,7400,207,"17,520",,,33.2,12.7,7.1,255.7,,,15,Octuplet Crystal,0.280,127.9,AP,0.407,0.199,,,24,Refined Magatama,0.280,127.9,AP,0.405,0.216,,,6,Deadly Poison Needle,0.420,85.2,AP,0.393,0.236,,,8,Stake of Wailing Night,0.420,85.2,AP,0.364,0.224,,,25,Eternal Ice,0.049,730.6,AP,0.063,0.043,,,27,Aurora Steel,0.140,255.7,AP,0.211,0.131,,,-1,Blue Gems,0.280,,-2,Red Gems,0.280,,-3,Gold Gems,0.140
Cheese,35.74,3.056,1.796,,41,Lamp of Evil-Sealing,23.6,151.4,AP,0.634,0.347,,,20,Homunculus Baby,37.33,95.7,AP,0.551,0.386,,,59,Magic Gem of Saber,33.12,107.9,AP,0.208,,,,80,Saber Monument,19,188.1,AP,0.396,,,,52,Gem of Saber,11.7,305.5,AP,0.026,,,,,,,,,,,,,,,,,,,,,8400,235,"17,779",,,33.9,12.8,7.1,252.0,,,15,Octuplet Crystal,0.284,126.0,AP,0.414,0.202,,,24,Refined Magatama,0.284,126.0,AP,0.411,0.219,,,6,Deadly Poison Needle,0.426,84.0,AP,0.399,0.239,,,8,Stake of Wailing Night,0.426,84.0,AP,0.369,0.228,,,25,Eternal Ice,0.050,720.0,AP,0.064,0.043,,,27,Aurora Steel,0.142,252.0,AP,0.214,0.133,,,-1,Blue Gems,0.284,,-2,Red Gems,0.284,,-3,Gold Gems,0.142
Noodle,34.39,4.180,2.451,,48,Egg of Truth,21.05,163.4,AP,1.008,0.597,,,14,Ghost Lantern,40.49,84.9,AP,0.612,0.397,,,68,Secret Gem of Lancer,21.27,161.7,AP,0.905,,,,82,Lancer Monument,21.8,157.8,AP,0.461,,,,54,Gem of Lancer,22.4,153.5,AP,0.055,,,,54,Gem of Lancer,5.8,592.9,AP,0.014,,,,,,,,,,,,9400,273,"24,339",,,44.7,16.9,5.4,184.1,,,15,Octuplet Crystal,0.374,92.0,AP,0.566,0.276,,,24,Refined Magatama,0.374,92.0,AP,0.563,0.300,,,6,Deadly Poison Needle,0.561,61.4,AP,0.546,0.328,,,8,Stake of Wailing Night,0.561,61.4,AP,0.505,0.312,,,25,Eternal Ice,0.065,525.9,AP,0.088,0.059,,,27,Aurora Steel,0.187,184.1,AP,0.293,0.182,,,-1,Blue Gems,0.374,,-2,Red Gems,0.374,,-3,Gold Gems,0.187
Tidying Up,34.44,4.667,2.717,,51,Flaming Oni Lantern Plant,26.3,131.0,AP,1.298,0.795,,,30,Crown of Silvery Light,52.19,66.0,AP,0.833,0.480,,,71,Secret Gem of Assassin,31.36,109.8,AP,1.439,,,,85,Assassin Monument,26.1,132.0,AP,0.528,,,,57,Gem of Assassin,5.9,583.7,AP,0.013,,,,,,,,,,,,,,,,,,,,,9400,273,"24,095",,,44.8,16.6,5.4,185.9,,,15,Octuplet Crystal,0.370,93.0,AP,0.560,0.273,,,24,Refined Magatama,0.370,93.0,AP,0.557,0.297,,,6,Deadly Poison Needle,0.556,62.0,AP,0.541,0.324,,,8,Stake of Wailing Night,0.556,62.0,AP,0.500,0.309,,,25,Eternal Ice,0.065,531.2,AP,0.087,0.059,,,27,Aurora Steel,0.185,185.9,AP,0.290,0.180,,,-1,Blue Gems,0.370,,-2,Red Gems,0.370,,-3,Gold Gems,0.185
Ice Cream,,,,,25,Eternal Ice,43.15,0.0,AP,,0.000,,,64,Magic Gem of Assassin,11.22,0.0,AP,,,,,57,Gem of Assassin,34.06,0.0,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400,,,,,,,,,,,15,Octuplet Crystal,,,,,,,,24,Refined Magatama,,,,,,,,6,Deadly Poison Needle,,,,,,,,8,Stake of Wailing Night,,,,,,,,25,Eternal Ice,,,,,,,,27,Aurora Steel,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,
