Location,AP,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,,Eff,,,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Beg,28.2,1.262,0.729,,23,Shell of Reminiscense,10,282.0,AP,0.185,0.111,,,55,Gem of Rider,14.55,193.8,AP,0.043,,,,76,Rider Piece,10.91,258.5,AP,0.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,67,"9,505",,,8.9,4.5,16.7,471.3,,,15,Octuplet Crystal,11.967,235.7,AP,0.221,0.108,,,24,Refined Magatama,11.967,235.7,AP,0.220,0.117,,,6,Deadly Poison Needle,17.950,157.1,AP,0.213,0.128,,,8,Stake of Wailing Night,17.950,157.1,AP,0.197,0.122,,,25,Eternal Ice,2.094,"1,346.6",AP,0.034,0.023,,,34,Claw of Chaos,5.983,471.3,AP,0.191,0.120,,,-1,Blue Gems,11.967,,-2,Red Gems,11.967,,-3,Gold Gems,5.983
Int,32.08,1.873,1.045,,15,Octuplet Crystal,20.63,155.5,AP,0.335,0.163,,,56,Gem of Caster,15.63,205.2,AP,0.039,,,,77,Caster Piece,17.5,183.3,AP,0.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,90,"13,569",,,14.5,7.3,10.3,330.2,,,15,Octuplet Crystal,19.433,165.1,AP,0.316,0.154,,,24,Refined Magatama,19.433,165.1,AP,0.314,0.167,,,6,Deadly Poison Needle,29.150,110.1,AP,0.304,0.183,,,8,Stake of Wailing Night,29.150,110.1,AP,0.282,0.174,,,25,Eternal Ice,3.401,943.3,AP,0.049,0.033,,,34,Claw of Chaos,9.717,330.2,AP,0.273,0.171,,,-1,Blue Gems,19.433,,-2,Red Gems,19.433,,-3,Gold Gems,9.717
Adv,35.4,2.580,1.534,,7,Mystic Spinal Fluid,42.29,83.7,AP,0.383,0.274,,,57,Gem of Assassin,23.97,147.7,AP,0.052,,,,78,Assassin Piece,18.95,186.8,AP,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,124,"19,384",,,25.3,11.1,6.5,231.1,,,15,Octuplet Crystal,30.633,115.6,AP,0.451,0.220,,,24,Refined Magatama,30.633,115.6,AP,0.448,0.239,,,6,Deadly Poison Needle,45.950,77.0,AP,0.435,0.261,,,8,Stake of Wailing Night,45.950,77.0,AP,0.402,0.248,,,25,Eternal Ice,5.361,660.3,AP,0.070,0.047,,,34,Claw of Chaos,15.317,231.1,AP,0.390,0.244,,,-1,Blue Gems,30.633,,-2,Red Gems,30.633,,-3,Gold Gems,15.317
Fish,35.19,2.970,1.716,,45,Mysterious Divine Wine,8.22,428.1,AP,0.326,0.186,,,8,Stake of Wailing Night,37.78,93.1,AP,0.333,0.205,,,68,Secret Gem of Lancer,5.83,603.6,AP,0.243,,,,75,Lancer Piece,21.2,166.0,AP,0.170,,,,54,Gem of Lancer,28.8,122.2,AP,0.070,,,,,,,,,,,,,,,,,,,,,5400,153,"20,391",,,27.7,11.4,6.2,219.7,,,15,Octuplet Crystal,32.033,109.9,AP,0.474,0.231,,,24,Refined Magatama,32.033,109.9,AP,0.472,0.252,,,6,Deadly Poison Needle,48.050,73.2,AP,0.457,0.274,,,8,Stake of Wailing Night,48.050,73.2,AP,0.423,0.261,,,25,Eternal Ice,5.606,627.7,AP,0.073,0.050,,,34,Claw of Chaos,16.017,219.7,AP,0.411,0.257,,,-1,Blue Gems,32.033,,-2,Red Gems,32.033,,-3,Gold Gems,16.017
Vegetable,34.81,3.441,2.006,,50,Fruit of Eternity,16.27,214.0,AP,0.485,0.244,,,21,Meteor Horseshoes,30.55,113.9,AP,0.434,0.315,,,72,Secret Gem of Berserker,16.04,217.0,AP,0.766,,,,86,Berserker Monument,11.1,313.6,AP,0.231,,,,58,Gem of Berserker,33.5,103.9,AP,0.072,,,,,,,,,,,,,,,,,,,,,6400,184,"22,265",,,31.8,12.0,5.8,201.2,,,15,Octuplet Crystal,34.600,100.6,AP,0.518,0.253,,,24,Refined Magatama,34.600,100.6,AP,0.515,0.275,,,6,Deadly Poison Needle,51.900,67.1,AP,0.499,0.300,,,8,Stake of Wailing Night,51.900,67.1,AP,0.462,0.285,,,25,Eternal Ice,6.055,574.9,AP,0.080,0.054,,,34,Claw of Chaos,17.300,201.2,AP,0.448,0.280,,,-1,Blue Gems,34.600,,-2,Red Gems,34.600,,-3,Gold Gems,17.300
Meat,34.53,3.786,2.125,,36,Dragon's Reverse Scale,13.24,260.8,AP,0.663,0.375,,,18,Eternal Gear,33.59,102.8,AP,0.443,0.214,,,67,Secret Gem of Archer,10.95,315.3,AP,0.427,,,,81,Archer Monument,16,215.8,AP,0.320,,,,60,Magic Gem of Archer,28.2,122.4,AP,0.160,,,,53,Gem of Archer,12.1,285.4,AP,0.026,,,,,,,,,,,,7400,214,"23,656",,,33.2,12.7,5.5,189.4,,,15,Octuplet Crystal,36.467,94.7,AP,0.550,0.268,,,24,Refined Magatama,36.467,94.7,AP,0.547,0.292,,,6,Deadly Poison Needle,54.700,63.1,AP,0.531,0.318,,,8,Stake of Wailing Night,54.700,63.1,AP,0.491,0.303,,,25,Eternal Ice,6.382,541.1,AP,0.085,0.058,,,34,Claw of Chaos,18.233,189.4,AP,0.476,0.298,,,-1,Blue Gems,36.467,,-2,Red Gems,36.467,,-3,Gold Gems,18.233
Cheese,34.46,3.947,2.318,,41,Lamp of Evil-Sealing,23.6,146.0,AP,0.657,0.359,,,20,Homunculus Baby,37.33,92.3,AP,0.572,0.400,,,59,Magic Gem of Saber,33.12,104.0,AP,0.215,,,,80,Saber Monument,19,181.4,AP,0.410,,,,52,Gem of Saber,11.7,294.5,AP,0.027,,,,,,,,,,,,,,,,,,,,,8400,244,"23,986",,,33.9,12.8,5.4,186.8,,,15,Octuplet Crystal,36.900,93.4,AP,0.558,0.272,,,24,Refined Magatama,36.900,93.4,AP,0.555,0.296,,,6,Deadly Poison Needle,55.350,62.3,AP,0.538,0.323,,,8,Stake of Wailing Night,55.350,62.3,AP,0.498,0.307,,,25,Eternal Ice,6.458,533.6,AP,0.086,0.059,,,34,Claw of Chaos,18.450,186.8,AP,0.483,0.302,,,-1,Blue Gems,36.900,,-2,Red Gems,36.900,,-3,Gold Gems,18.450
Noodle,32.71,5.474,3.208,,48,Egg of Truth,21.05,155.4,AP,1.059,0.628,,,14,Ghost Lantern,40.49,80.8,AP,0.644,0.418,,,68,Secret Gem of Lancer,21.27,153.8,AP,0.952,,,,82,Lancer Monument,21.8,150.0,AP,0.485,,,,54,Gem of Lancer,22.4,146.0,AP,0.058,,,,54,Gem of Lancer,5.8,564.0,AP,0.015,,,,,,,,,,,,9400,287,"33,282",,,44.7,16.9,4.1,134.6,,,15,Octuplet Crystal,48.600,67.3,AP,0.774,0.378,,,24,Refined Magatama,48.600,67.3,AP,0.770,0.411,,,6,Deadly Poison Needle,72.900,44.9,AP,0.747,0.448,,,8,Stake of Wailing Night,72.900,44.9,AP,0.691,0.426,,,25,Eternal Ice,8.505,384.6,AP,0.120,0.081,,,34,Claw of Chaos,24.300,134.6,AP,0.670,0.419,,,-1,Blue Gems,48.600,,-2,Red Gems,48.600,,-3,Gold Gems,24.300
Tidying Up,32.78,5.964,3.475,,51,Flaming Oni Lantern Plant,26.3,124.6,AP,1.364,0.835,,,30,Crown of Silvery Light,52.19,62.8,AP,0.876,0.504,,,71,Secret Gem of Assassin,31.36,104.5,AP,1.512,,,,85,Assassin Monument,26.1,125.6,AP,0.555,,,,57,Gem of Assassin,5.9,555.6,AP,0.014,,,,,,,,,,,,,,,,,,,,,9400,287,"32,870",,,44.8,16.6,4.2,136.3,,,15,Octuplet Crystal,48.101,68.1,AP,0.765,0.373,,,24,Refined Magatama,48.101,68.1,AP,0.760,0.406,,,6,Deadly Poison Needle,72.152,45.4,AP,0.737,0.442,,,8,Stake of Wailing Night,72.152,45.4,AP,0.682,0.421,,,25,Eternal Ice,8.418,389.4,AP,0.118,0.080,,,34,Claw of Chaos,24.051,136.3,AP,0.662,0.414,,,-1,Blue Gems,48.101,,-2,Red Gems,48.101,,-3,Gold Gems,24.051
Ice Cream,,,,,25,Eternal Ice,43.15,0.0,AP,,0.000,,,64,Magic Gem of Assassin,11.22,0.0,AP,,,,,57,Gem of Assassin,34.06,0.0,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400,,,,,,,,,,,15,Octuplet Crystal,,,,,,,,24,Refined Magatama,,,,,,,,6,Deadly Poison Needle,,,,,,,,8,Stake of Wailing Night,,,,,,,,25,Eternal Ice,,,,,,,,34,Claw of Chaos,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,
