Ilya's Castle,,Fuun Karakury Ilya's Castle,Lotto Drop Bonus:,,6,,Apple AP Buyback?:,X,,,Event Run Caps:,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Type,Lotto,White ,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
First: Waterfall of Success,27.04,30,Lotto 1,6,,1.994,1.134,,6532,Refined Magatama,23.85,113.4,AP,0.389,0.203,,6004,Gem of Rider,9.61,281.4,AP,0.030,,,7004,Rider Piece,1.92,"1,408.3",AP,0.013,,,7003,Lancer Piece,3.84,704.2,AP,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",107,"16,353",,,23.7,5.9,10.1,274.0,,,,,,,,,,6511,Forbidden Page,19.740,137.0,AP,0.444,0.222,,6524,Great Knight Medal,19.740,137.0,AP,0.395,0.226,,6516,Evil Bone,29.610,91.3,AP,0.204,0.134,,6512,Dragon Fang,29.610,91.3,AP,0.275,0.178,,6522,Fool's Chain,29.610,91.3,AP,0.288,0.171,,,,,,,,,,,,,,,,,,,-1,Blue Gems,19.740,,-2,Red Gems,19.740,,-3,Gold Gems,9.870,,-6,XP,296.1
First: Beast Buster,31.18,35,Lotto 1,6,,2.192,1.258,,6502,Seed of Yggdrasil,35.1,88.8,AP,0.395,0.216,,6105,Magic Gem of Caster,10.4,299.8,AP,0.059,,,7005,Caster Piece,6.79,459.2,AP,0.034,,,6005,Gem of Caster,12.3,253.5,AP,0.032,,,7001,Saber Piece,3.08,"1,012.3",AP,0.019,,,7006,Assassin Piece,7.4,421.4,AP,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",141,"18,305",,,30.0,7.7,7.8,244.7,,,,,,,,,,6511,Forbidden Page,25.480,122.4,AP,0.497,0.248,,6524,Great Knight Medal,25.480,122.4,AP,0.442,0.253,,6516,Evil Bone,38.220,81.6,AP,0.228,0.150,,6512,Dragon Fang,38.220,81.6,AP,0.308,0.199,,6522,Fool's Chain,38.220,81.6,AP,0.322,0.191,,,,,,,,,,,,,,,,,,,-1,Blue Gems,25.480,,-2,Red Gems,25.480,,-3,Gold Gems,12.740,,-6,XP,382.2
First: Door Towards Emancipation,35.15,40,Lotto 1,6,,2.570,1.494,,6549,Small Bell of Absolution,66.36,53.0,AP,0.547,0.321,,6003,Gem of Lancer,27.5,127.8,AP,0.066,,,7103,Lancer Monument,6.41,548.4,AP,0.087,,,7106,Assassin Monument,4.48,784.6,AP,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",182,"20,605",,,36.4,10.1,6.2,217.4,,,,,,,,,,6511,Forbidden Page,32.333,108.7,AP,0.559,0.280,,6524,Great Knight Medal,32.333,108.7,AP,0.498,0.285,,6516,Evil Bone,48.500,72.5,AP,0.257,0.169,,6512,Dragon Fang,48.500,72.5,AP,0.346,0.224,,6522,Fool's Chain,48.500,72.5,AP,0.363,0.215,,,,,,,,,,,,,,,,,,,-1,Blue Gems,32.333,,-2,Red Gems,32.333,,-3,Gold Gems,16.167,,-6,XP,485.0
First: The First Down,34.71,40,Lotto 1,6,,3.101,1.806,,6530,Mystic Spinal Fluid,51.97,66.8,AP,0.430,0.235,,6551,Twilit Ritual Sword,52.39,66.3,AP,0.436,0.275,,6102,Magic Gem of Archer,8.07,430.1,AP,0.046,,,7102,Archer Monument,10,347.1,AP,0.139,,,6002,Gem of Archer,9.61,361.2,AP,0.020,,,7101,Saber Monument,6.92,501.6,AP,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",242,"22,768",,,35.3,11.8,5.7,196.8,,,,,,,,,,6511,Forbidden Page,35.280,98.4,AP,0.618,0.309,,6524,Great Knight Medal,35.280,98.4,AP,0.550,0.315,,6516,Evil Bone,52.920,65.6,AP,0.284,0.187,,6512,Dragon Fang,52.920,65.6,AP,0.383,0.248,,6522,Fool's Chain,52.920,65.6,AP,0.401,0.238,,,,,,,,,,,,,,,,,,,-1,Blue Gems,35.280,,-2,Red Gems,35.280,,-3,Gold Gems,17.640,,-6,XP,529.2
First: Ayakashi Residence,33.21,40,Lotto 1,6,,4.045,2.333,,6508,Ghost Lantern,39.4,84.3,AP,0.543,0.348,,6515,Octuplet Crystal,36.3,91.5,AP,0.506,0.248,,6106,Magic Gem of Assassin,55.7,59.6,AP,0.319,,,7104,Rider Monument,4.06,818.0,AP,0.059,,,7105,Caster Monument,4.37,760.0,AP,0.064,,,7106,Assassin Monument,12.9,257.4,AP,0.187,,,7107,Berserker Monument,3.56,932.9,AP,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",283,"30,514",,,45.2,15.1,4.4,146.8,,,,,,,,,,6511,Forbidden Page,45.240,73.4,AP,0.828,0.414,,6524,Great Knight Medal,45.240,73.4,AP,0.737,0.422,,6516,Evil Bone,67.860,48.9,AP,0.380,0.251,,6512,Dragon Fang,67.860,48.9,AP,0.513,0.332,,6522,Fool's Chain,67.860,48.9,AP,0.537,0.319,,,,,,,,,,,,,,,,,,,-1,Blue Gems,45.240,,-2,Red Gems,45.240,,-3,Gold Gems,22.620,,-6,XP,678.6
First: Check of Beg - Yang,32.57,40,Lotto 1,6,,5.149,2.824,,6518,Spirit Root,25.9,125.8,AP,1.221,0.598,,6505,Void's Dust,65.8,49.5,AP,0.584,0.287,,6201,Secret Gem of Saber,31,105.1,AP,0.659,,,7101,Saber Monument,27.4,118.9,AP,0.417,,,6101,Magic Gem of Saber,11.2,290.8,AP,0.076,,,6001,Gem of Saber,11.7,278.4,AP,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",346,"34,064",,,49.5,16.5,4.0,131.5,,,,,,,,,,6511,Forbidden Page,49.530,65.8,AP,0.925,0.462,,6524,Great Knight Medal,49.530,65.8,AP,0.823,0.471,,6516,Evil Bone,74.295,43.8,AP,0.424,0.280,,6512,Dragon Fang,74.295,43.8,AP,0.573,0.370,,6522,Fool's Chain,74.295,43.8,AP,0.600,0.356,,,,,,,,,,,,,,,,,,,-1,Blue Gems,49.530,,-2,Red Gems,49.530,,-3,Gold Gems,24.765,,-6,XP,743.0
First: Check of Beg - Yin,32.18,40,Lotto 1,6,,5.844,3.415,,6544,Fragment of a Twinkling Star,31,103.8,AP,1.432,0.842,,6545,Divine Leyline Spiritron,59.3,54.3,AP,0.850,0.507,,6207,Secret Gem of Berserker,31.8,101.2,AP,0.739,,,7107,Berserker Monument,5.82,552.9,AP,0.087,,,6007,Gem of Berserker,30.6,105.2,AP,0.067,,,7104,Rider Monument,5.6,574.6,AP,0.085,,,7105,Caster Monument,5.73,561.6,AP,0.087,,,7106,Assassin Monument,16.9,190.4,AP,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",421,"36,294",,,52.1,17.4,3.8,123.4,,,,,,,,,,6511,Forbidden Page,52.140,61.7,AP,0.985,0.493,,6524,Great Knight Medal,52.140,61.7,AP,0.877,0.502,,6516,Evil Bone,78.210,41.1,AP,0.452,0.298,,6512,Dragon Fang,78.210,41.1,AP,0.610,0.395,,6522,Fool's Chain,78.210,41.1,AP,0.639,0.379,,,,,,,,,,,,,,,,,,,-1,Blue Gems,52.140,,-2,Red Gems,52.140,,-3,Gold Gems,26.070,,-6,XP,782.1
Second: Rice Ball Slope,26.92,30,Lotto 2,6,,2.142,1.239,,6524,Great Knight Medal,23.1,116.5,AP,0.464,0.266,,6005,Gem of Caster,14.4,186.9,AP,0.044,,,7004,Rider Piece,1.44,"1,869.4",AP,0.010,,,7005,Caster Piece,7.24,371.8,AP,0.041,,,7006,Assassin Piece,4.34,620.3,AP,0.025,,,7007,Berserker Piece,2.89,931.5,AP,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",108,"17,091",,,25.5,6.0,9.7,262.1,,,,,,,,,,6511,Forbidden Page,20.540,131.1,AP,0.464,0.232,,6524,Great Knight Medal,20.540,131.1,AP,0.413,0.237,,6516,Evil Bone,30.810,87.4,AP,0.213,0.140,,6512,Dragon Fang,30.810,87.4,AP,0.287,0.186,,6522,Fool's Chain,30.810,87.4,AP,0.301,0.178,,,,,,,,,,,,,,,,,,,-1,Blue Gems,20.540,,-2,Red Gems,20.540,,-3,Gold Gems,10.270,,-6,XP,308.1
Second: Goblin World,31.13,35,Lotto 2,6,,2.232,1.300,,6538,Soundless Bell,27.6,112.8,AP,0.410,0.243,,6001,Gem of Saber,22.3,139.6,AP,0.053,,,7001,Saber Piece,15.3,203.5,AP,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",141,"18,565",,,30.3,7.9,7.8,241.3,,,,,,,,,,6511,Forbidden Page,25.800,120.7,AP,0.504,0.252,,6524,Great Knight Medal,25.800,120.7,AP,0.448,0.257,,6516,Evil Bone,38.700,80.4,AP,0.231,0.152,,6512,Dragon Fang,38.700,80.4,AP,0.312,0.202,,6522,Fool's Chain,38.700,80.4,AP,0.327,0.194,,,,,,,,,,,,,,,,,,,-1,Blue Gems,25.800,,-2,Red Gems,25.800,,-3,Gold Gems,12.900,,-6,XP,387.0
Second: 3.03cm Boat,35.05,40,Lotto 2,6,,2.647,1.559,,6526,Shell of Reminiscense,43.5,80.6,AP,0.577,0.359,,6004,Gem of Rider,34,103.1,AP,0.081,,,7104,Rider Monument,11,318.6,AP,0.153,,,7107,Berserker Monument,5.5,637.3,AP,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",183,"21,090",,,38.4,10.1,6.1,212.4,,,,,,,,,,6511,Forbidden Page,33.000,106.2,AP,0.572,0.286,,6524,Great Knight Medal,33.000,106.2,AP,0.509,0.292,,6516,Evil Bone,49.500,70.8,AP,0.263,0.173,,6512,Dragon Fang,49.500,70.8,AP,0.354,0.229,,6522,Fool's Chain,49.500,70.8,AP,0.371,0.220,,,,,,,,,,,,,,,,,,,-1,Blue Gems,33.000,,-2,Red Gems,33.000,,-3,Gold Gems,16.500,,-6,XP,495.0
