Ilya's Castle,,Fuun Karakury Ilya's Castle,Lotto Drop Bonus:,,4,,Apple AP Buyback?:,X,,,Event Run Caps:,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Type,Lotto,White ,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
First: Waterfall of Success,27.63,30,Lotto 1,4,,1.638,0.928,,6532,Refined Magatama,23.85,115.8,AP,0.381,0.199,,6004,Gem of Rider,9.61,287.5,AP,0.029,,,7004,Rider Piece,1.92,"1,439.1",AP,0.013,,,7003,Lancer Piece,3.84,719.5,AP,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",105,"12,804",,,23.7,5.9,12.7,349.9,,,,,,,,,,6511,Forbidden Page,15.793,174.9,AP,0.348,0.174,,6524,Great Knight Medal,15.793,174.9,AP,0.309,0.177,,6516,Evil Bone,23.690,116.6,AP,0.159,0.105,,6512,Dragon Fang,23.690,116.6,AP,0.215,0.139,,6522,Fool's Chain,23.690,116.6,AP,0.225,0.134,,,,,,,,,,,,,,,,,,,-1,Blue Gems,15.793,,-2,Red Gems,15.793,,-3,Gold Gems,7.897,,-6,XP,236.9
First: Beast Buster,31.95,35,Lotto 1,4,,1.784,1.022,,6502,Seed of Yggdrasil,35.1,91.0,AP,0.386,0.211,,6105,Magic Gem of Caster,10.4,307.2,AP,0.057,,,7005,Caster Piece,6.79,470.5,AP,0.033,,,6005,Gem of Caster,12.3,259.8,AP,0.032,,,7001,Saber Piece,3.08,"1,037.3",AP,0.018,,,7006,Assassin Piece,7.4,431.8,AP,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",138,"14,246",,,30.0,7.7,9.8,314.5,,,,,,,,,,6511,Forbidden Page,20.320,157.2,AP,0.387,0.193,,6524,Great Knight Medal,20.320,157.2,AP,0.344,0.197,,6516,Evil Bone,30.480,104.8,AP,0.177,0.117,,6512,Dragon Fang,30.480,104.8,AP,0.239,0.155,,6522,Fool's Chain,30.480,104.8,AP,0.251,0.149,,,,,,,,,,,,,,,,,,,-1,Blue Gems,20.320,,-2,Red Gems,20.320,,-3,Gold Gems,10.160,,-6,XP,304.8
First: Door Towards Emancipation,36.16,40,Lotto 1,4,,2.089,1.215,,6549,Small Bell of Absolution,66.36,54.5,AP,0.532,0.312,,6003,Gem of Lancer,27.5,131.5,AP,0.064,,,7103,Lancer Monument,6.41,564.1,AP,0.085,,,7106,Assassin Monument,4.48,807.1,AP,0.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",177,"15,858",,,36.4,10.1,7.8,282.5,,,,,,,,,,6511,Forbidden Page,25.600,141.3,AP,0.430,0.215,,6524,Great Knight Medal,25.600,141.3,AP,0.383,0.219,,6516,Evil Bone,38.400,94.2,AP,0.198,0.130,,6512,Dragon Fang,38.400,94.2,AP,0.267,0.172,,6522,Fool's Chain,38.400,94.2,AP,0.279,0.166,,,,,,,,,,,,,,,,,,,-1,Blue Gems,25.600,,-2,Red Gems,25.600,,-3,Gold Gems,12.800,,-6,XP,384.0
First: The First Down,35.88,40,Lotto 1,4,,2.519,1.469,,6530,Mystic Spinal Fluid,51.97,69.0,AP,0.416,0.227,,6551,Twilit Ritual Sword,52.39,68.5,AP,0.422,0.266,,6102,Magic Gem of Archer,8.07,444.6,AP,0.045,,,7102,Archer Monument,10,358.8,AP,0.135,,,6002,Gem of Archer,9.61,373.4,AP,0.019,,,7101,Saber Monument,6.92,518.5,AP,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",234,"17,131",,,35.3,11.8,7.3,261.5,,,,,,,,,,6511,Forbidden Page,27.440,130.8,AP,0.465,0.232,,6524,Great Knight Medal,27.440,130.8,AP,0.414,0.237,,6516,Evil Bone,41.160,87.2,AP,0.213,0.141,,6512,Dragon Fang,41.160,87.2,AP,0.288,0.186,,6522,Fool's Chain,41.160,87.2,AP,0.302,0.179,,,,,,,,,,,,,,,,,,,-1,Blue Gems,27.440,,-2,Red Gems,27.440,,-3,Gold Gems,13.720,,-6,XP,411.6
First: Ayakashi Residence,34.72,40,Lotto 1,4,,3.232,1.862,,6508,Ghost Lantern,39.4,88.1,AP,0.520,0.332,,6515,Octuplet Crystal,36.3,95.6,AP,0.484,0.237,,6106,Magic Gem of Assassin,55.7,62.3,AP,0.305,,,7104,Rider Monument,4.06,855.2,AP,0.057,,,7105,Caster Monument,4.37,794.5,AP,0.061,,,7106,Assassin Monument,12.9,269.1,AP,0.179,,,7107,Berserker Monument,3.56,975.3,AP,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",271,"22,701",,,45.2,15.1,5.7,197.3,,,,,,,,,,6511,Forbidden Page,35.187,98.7,AP,0.616,0.308,,6524,Great Knight Medal,35.187,98.7,AP,0.548,0.314,,6516,Evil Bone,52.780,65.8,AP,0.283,0.186,,6512,Dragon Fang,52.780,65.8,AP,0.382,0.247,,6522,Fool's Chain,52.780,65.8,AP,0.400,0.237,,,,,,,,,,,,,,,,,,,-1,Blue Gems,35.187,,-2,Red Gems,35.187,,-3,Gold Gems,17.593,,-6,XP,527.8
First: Check of Beg - Yang,34.22,40,Lotto 1,4,,4.194,2.278,,6518,Spirit Root,25.9,132.1,AP,1.163,0.569,,6505,Void's Dust,65.8,52.0,AP,0.556,0.273,,6201,Secret Gem of Saber,31,110.4,AP,0.627,,,7101,Saber Monument,27.4,124.9,AP,0.397,,,6101,Magic Gem of Saber,11.2,305.5,AP,0.072,,,6001,Gem of Saber,11.7,292.5,AP,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",330,"25,217",,,49.5,16.5,5.2,177.7,,,,,,,,,,6511,Forbidden Page,38.523,88.8,AP,0.684,0.342,,6524,Great Knight Medal,38.523,88.8,AP,0.609,0.349,,6516,Evil Bone,57.785,59.2,AP,0.314,0.207,,6512,Dragon Fang,57.785,59.2,AP,0.424,0.274,,6522,Fool's Chain,57.785,59.2,AP,0.444,0.263,,,,,,,,,,,,,,,,,,,-1,Blue Gems,38.523,,-2,Red Gems,38.523,,-3,Gold Gems,19.262,,-6,XP,577.9
First: Check of Beg - Yin,33.92,40,Lotto 1,4,,4.793,2.804,,6544,Fragment of a Twinkling Star,31,109.4,AP,1.358,0.798,,6545,Divine Leyline Spiritron,59.3,57.2,AP,0.806,0.481,,6207,Secret Gem of Berserker,31.8,106.7,AP,0.701,,,7107,Berserker Monument,5.82,582.8,AP,0.082,,,6007,Gem of Berserker,30.6,110.8,AP,0.063,,,7104,Rider Monument,5.6,605.7,AP,0.080,,,7105,Caster Monument,5.73,592.0,AP,0.082,,,7106,Assassin Monument,16.9,200.7,AP,0.240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",399,"26,781",,,52.1,17.4,4.9,167.3,,,,,,,,,,6511,Forbidden Page,40.553,83.6,AP,0.727,0.363,,6524,Great Knight Medal,40.553,83.6,AP,0.647,0.371,,6516,Evil Bone,60.830,55.8,AP,0.334,0.220,,6512,Dragon Fang,60.830,55.8,AP,0.450,0.291,,6522,Fool's Chain,60.830,55.8,AP,0.472,0.280,,,,,,,,,,,,,,,,,,,-1,Blue Gems,40.553,,-2,Red Gems,40.553,,-3,Gold Gems,20.277,,-6,XP,608.3
Second: Rice Ball Slope,27.52,30,Lotto 2,4,,1.775,1.026,,6524,Great Knight Medal,23.1,119.1,AP,0.454,0.260,,6005,Gem of Caster,14.4,191.1,AP,0.043,,,7004,Rider Piece,1.44,"1,911.1",AP,0.010,,,7005,Caster Piece,7.24,380.1,AP,0.041,,,7006,Assassin Piece,4.34,634.1,AP,0.025,,,7007,Berserker Piece,2.89,952.2,AP,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",105,"13,452",,,25.5,6.0,12.1,333.0,,,,,,,,,,6511,Forbidden Page,16.527,166.5,AP,0.365,0.183,,6524,Great Knight Medal,16.527,166.5,AP,0.325,0.186,,6516,Evil Bone,24.790,111.0,AP,0.168,0.110,,6512,Dragon Fang,24.790,111.0,AP,0.226,0.146,,6522,Fool's Chain,24.790,111.0,AP,0.237,0.140,,,,,,,,,,,,,,,,,,,-1,Blue Gems,16.527,,-2,Red Gems,16.527,,-3,Gold Gems,8.263,,-6,XP,247.9
Second: Goblin World,31.91,35,Lotto 2,4,,1.817,1.059,,6538,Soundless Bell,27.6,115.6,AP,0.400,0.237,,6001,Gem of Saber,22.3,143.1,AP,0.052,,,7001,Saber Piece,15.3,208.6,AP,0.090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",138,"14,437",,,30.3,7.9,9.7,310.3,,,,,,,,,,6511,Forbidden Page,20.567,155.2,AP,0.392,0.196,,6524,Great Knight Medal,20.567,155.2,AP,0.349,0.200,,6516,Evil Bone,30.850,103.4,AP,0.180,0.119,,6512,Dragon Fang,30.850,103.4,AP,0.243,0.157,,6522,Fool's Chain,30.850,103.4,AP,0.254,0.151,,,,,,,,,,,,,,,,,,,-1,Blue Gems,20.567,,-2,Red Gems,20.567,,-3,Gold Gems,10.283,,-6,XP,308.5
Second: 3.03cm Boat,36.06,40,Lotto 2,4,,2.163,1.278,,6526,Shell of Reminiscense,43.5,82.9,AP,0.561,0.349,,6004,Gem of Rider,34,106.1,AP,0.079,,,7104,Rider Monument,11,327.8,AP,0.148,,,7107,Berserker Monument,5.5,655.6,AP,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",177,"16,317",,,38.4,10.1,7.6,274.6,,,,,,,,,,6511,Forbidden Page,26.267,137.3,AP,0.443,0.221,,6524,Great Knight Medal,26.267,137.3,AP,0.394,0.226,,6516,Evil Bone,39.400,91.5,AP,0.203,0.134,,6512,Dragon Fang,39.400,91.5,AP,0.274,0.177,,6522,Fool's Chain,39.400,91.5,AP,0.287,0.170,,,,,,,,,,,,,,,,,,,-1,Blue Gems,26.267,,-2,Red Gems,26.267,,-3,Gold Gems,13.133,,-6,XP,394.0
