Faerie Knight Cup,,Chaldea Tam Lin Cup,Lotto Drop Bonus:,,6,,Apple AP Buyback?:,X,,,Event Run Caps:,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Type,Lotto,White ,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
First: Assassin Steps,27.05,30,Lotto 1,6,,1.669,1.017,,6505,Void's Dust,16.7,162.0,AP,0.178,0.088,,6106,Magic Gem of Assassin,10.4,260.1,AP,0.073,,,7006,Assassin Piece,9.79,276.3,AP,0.057,,,6006,Gem of Assassin,12.5,216.4,AP,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",107,"16,286",,,23.6,5.9,10.2,275.1,,,,,,,,,,6536,Aurora Steel,19.667,137.5,AP,0.327,0.201,,6514,Homunculus Baby,19.667,137.5,AP,0.330,0.242,,6527,Deadly Poison Needle,29.500,91.7,AP,0.332,0.203,,6503,Proof of Hero,29.500,91.7,AP,0.204,0.100,,6533,Stake of Wailing Night,29.500,91.7,AP,0.298,0.185,,,,,,,,,,,,,,,,,,,-1,Blue Gems,19.667,,-2,Red Gems,19.667,,-3,Gold Gems,9.833,,-6,XP,295.0
First: Whalebone,31,35,Lotto 1,6,,2.004,1.218,,6510,Eternal Gear,16.9,183.4,AP,0.242,0.119,,6205,Secret Gem of Caster,5.51,562.6,AP,0.088,,,7005,Caster Piece,10.6,292.5,AP,0.053,,,6105,Magic Gem of Caster,4.33,715.9,AP,0.025,,,6005,Gem of Caster,16.9,183.4,AP,0.045,,,7004,Rider Piece,1.96,"1,581.6",AP,0.012,,,7006,Assassin Piece,2.36,"1,313.6",AP,0.012,,,7007,Berserker Piece,1.96,"1,581.6",AP,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",142,"19,250",,,31.2,8.1,7.5,232.7,,,,,,,,,,6536,Aurora Steel,26.640,116.4,AP,0.387,0.237,,6514,Homunculus Baby,26.640,116.4,AP,0.390,0.285,,6527,Deadly Poison Needle,39.960,77.6,AP,0.392,0.239,,6503,Proof of Hero,39.960,77.6,AP,0.241,0.118,,6533,Stake of Wailing Night,39.960,77.6,AP,0.352,0.219,,,,,,,,,,,,,,,,,,,-1,Blue Gems,26.640,,-2,Red Gems,26.640,,-3,Gold Gems,13.320,,-6,XP,399.6
First: Beat the Ogre,35.21,40,Lotto 1,6,,2.116,1.329,,6516,Evil Bone,48.9,72.0,AP,0.258,0.170,,6104,Magic Gem of Rider,13.4,262.8,AP,0.082,,,7104,Rider Monument,10.8,326.0,AP,0.149,,,6004,Gem of Rider,26.8,131.4,AP,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",182,"20,294",,,35.7,10.0,6.3,220.8,,,,,,,,,,6536,Aurora Steel,31.900,110.4,AP,0.408,0.250,,6514,Homunculus Baby,31.900,110.4,AP,0.411,0.301,,6527,Deadly Poison Needle,47.850,73.6,AP,0.413,0.252,,6503,Proof of Hero,47.850,73.6,AP,0.254,0.124,,6533,Stake of Wailing Night,47.850,73.6,AP,0.371,0.231,,,,,,,,,,,,,,,,,,,-1,Blue Gems,31.900,,-2,Red Gems,31.900,,-3,Gold Gems,15.950,,-6,XP,478.5
First: Towering Walls,34.63,40,Lotto 1,6,,3.461,2.038,,6518,Spirit Root,20.1,172.3,AP,0.892,0.436,,6533,Stake of Wailing Night,57.4,60.3,AP,0.453,0.281,,6201,Secret Gem of Saber,3.72,930.9,AP,0.074,,,7101,Saber Monument,19.2,180.4,AP,0.275,,,6101,Magic Gem of Saber,21.3,162.6,AP,0.135,,,6001,Gem of Saber,20.7,167.3,AP,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",243,"23,135",,,35.9,11.9,5.6,193.6,,,,,,,,,,6536,Aurora Steel,35.767,96.8,AP,0.465,0.285,,6514,Homunculus Baby,35.767,96.8,AP,0.469,0.343,,6527,Deadly Poison Needle,53.650,64.5,AP,0.471,0.288,,6503,Proof of Hero,53.650,64.5,AP,0.290,0.142,,6533,Stake of Wailing Night,53.650,64.5,AP,0.423,0.263,,,,,,,,,,,,,,,,,,,-1,Blue Gems,35.767,,-2,Red Gems,35.767,,-3,Gold Gems,17.883,,-6,XP,536.5
First: Tarantula Walk,33.23,40,Lotto 1,6,,3.988,2.458,,6507,Claw of Chaos,23.5,141.4,AP,0.653,0.386,,6547,Ball of Rainbow Thread,39.7,83.7,AP,0.550,0.335,,6203,Secret Gem of Lancer,10,332.3,AP,0.221,,,7103,Lancer Monument,20.2,164.5,AP,0.291,,,6103,Magic Gem of Lancer,42.7,77.8,AP,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",283,"30,435",,,45.2,15.1,4.4,147.2,,,,,,,,,,6536,Aurora Steel,45.150,73.6,AP,0.611,0.375,,6514,Homunculus Baby,45.150,73.6,AP,0.617,0.451,,6527,Deadly Poison Needle,67.725,49.1,AP,0.620,0.379,,6503,Proof of Hero,67.725,49.1,AP,0.381,0.187,,6533,Stake of Wailing Night,67.725,49.1,AP,0.556,0.346,,,,,,,,,,,,,,,,,,,-1,Blue Gems,45.150,,-2,Red Gems,45.150,,-3,Gold Gems,22.575,,-6,XP,677.3
First: Egg Fight,33.24,40,Lotto 1,6,,4.725,2.844,,6542,Egg of Truth,26.13,127.2,AP,1.267,0.740,,6530,Mystic Spinal Fluid,78.79,42.2,AP,0.680,0.372,,6104,Magic Gem of Rider,38,87.5,AP,0.247,,,7104,Rider Monument,13.5,246.2,AP,0.197,,,6004,Gem of Rider,21.3,156.1,AP,0.054,,,7101,Saber Monument,13.4,248.1,AP,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",339,"30,347",,,45.1,15.0,4.4,147.6,,,,,,,,,,6536,Aurora Steel,45.033,73.8,AP,0.610,0.374,,6514,Homunculus Baby,45.033,73.8,AP,0.615,0.450,,6527,Deadly Poison Needle,67.550,49.2,AP,0.618,0.377,,6503,Proof of Hero,67.550,49.2,AP,0.380,0.186,,6533,Stake of Wailing Night,67.550,49.2,AP,0.555,0.345,,,,,,,,,,,,,,,,,,,-1,Blue Gems,45.033,,-2,Red Gems,45.033,,-3,Gold Gems,22.517,,-6,XP,675.5
First: Mimicry Paradise,31.9,40,Lotto 1,6,,5.452,3.268,,6539,Reactor Core of Dawn,36.85,86.6,AP,1.067,0.539,,6550,Scale of Fantasy,63.04,50.6,AP,0.917,0.566,,6202,Secret Gem of Archer,35.4,90.1,AP,0.792,,,7102,Archer Monument,32,99.7,AP,0.486,,,6102,Magic Gem of Archer,16.2,196.9,AP,0.102,,,6002,Gem of Archer,21,151.9,AP,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",424,"37,895",,,53.9,18.0,3.7,118.2,,,,,,,,,,6536,Aurora Steel,53.967,59.1,AP,0.761,0.467,,6514,Homunculus Baby,53.967,59.1,AP,0.768,0.562,,6527,Deadly Poison Needle,80.950,39.4,AP,0.771,0.471,,6503,Proof of Hero,80.950,39.4,AP,0.475,0.232,,6533,Stake of Wailing Night,80.950,39.4,AP,0.693,0.431,,,,,,,,,,,,,,,,,,,-1,Blue Gems,53.967,,-2,Red Gems,53.967,,-3,Gold Gems,26.983,,-6,XP,809.5
Second: Dangerous Tag,26.93,30,Lotto 2,6,,1.832,1.134,,6522,Fool's Chain,28,96.2,AP,0.273,0.162,,6006,Gem of Assassin,17,158.4,AP,0.047,,,7006,Assassin Piece,11.5,234.2,AP,0.067,,,7004,Rider Piece,2.19,"1,229.7",AP,0.015,,,7007,Berserker Piece,1.64,"1,642.1",AP,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",108,"17,035",,,25.5,6.0,9.8,263.0,,,,,,,,,,6536,Aurora Steel,20.480,131.5,AP,0.342,0.210,,6514,Homunculus Baby,20.480,131.5,AP,0.345,0.253,,6527,Deadly Poison Needle,30.720,87.7,AP,0.347,0.212,,6503,Proof of Hero,30.720,87.7,AP,0.213,0.104,,6533,Stake of Wailing Night,30.720,87.7,AP,0.311,0.194,,,,,,,,,,,,,,,,,,,-1,Blue Gems,20.480,,-2,Red Gems,20.480,,-3,Gold Gems,10.240,,-6,XP,307.2
Second: Quiz! Fight and Guts,31.01,35,Lotto 2,6,,2.362,1.398,,6511,Forbidden Page,30.8,100.7,AP,0.604,0.302,,6105,Magic Gem of Caster,9.83,315.5,AP,0.056,,,7005,Caster Piece,13.1,236.7,AP,0.065,,,6005,Gem of Caster,17.2,180.3,AP,0.045,,,7004,Rider Piece,1.91,"1,623.6",AP,0.011,,,7006,Assassin Piece,0.82,"3,781.7",AP,0.004,,,7007,Berserker Piece,1.36,"2,280.1",AP,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",142,"19,210",,,31.9,8.0,7.5,233.2,,,,,,,,,,6536,Aurora Steel,26.593,116.6,AP,0.386,0.237,,6514,Homunculus Baby,26.593,116.6,AP,0.389,0.285,,6527,Deadly Poison Needle,39.890,77.7,AP,0.391,0.239,,6503,Proof of Hero,39.890,77.7,AP,0.241,0.118,,6533,Stake of Wailing Night,39.890,77.7,AP,0.351,0.218,,,,,,,,,,,,,,,,,,,-1,Blue Gems,26.593,,-2,Red Gems,26.593,,-3,Gold Gems,13.297,,-6,XP,398.9
Second: Amazon's Bingo,34.99,40,Lotto 2,6,,2.578,1.595,,6509,Serpent Jewel,21.4,163.5,AP,0.271,0.167,,6538,Soundless Bell,26.7,131.0,AP,0.353,0.209,,6107,Magic Gem of Berserker,12.7,275.5,AP,0.080,,,7107,Berserker Monument,8.79,398.1,AP,0.121,,,6007,Gem of Berserker,28.3,123.6,AP,0.057,,,7104,Rider Monument,1.3,"2,691.5",AP,0.018,,,7105,Caster Monument,2.93,"1,194.2",AP,0.041,,,7106,Assassin Monument,1.3,"2,691.5",AP,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",183,"21,361",,,38.9,10.2,6.0,209.7,,,,,,,,,,6536,Aurora Steel,33.367,104.9,AP,0.429,0.263,,6514,Homunculus Baby,33.367,104.9,AP,0.433,0.317,,6527,Deadly Poison Needle,50.050,69.9,AP,0.435,0.266,,6503,Proof of Hero,50.050,69.9,AP,0.267,0.131,,6533,Stake of Wailing Night,50.050,69.9,AP,0.391,0.243,,,,,,,,,,,,,,,,,,,-1,Blue Gems,33.367,,-2,Red Gems,33.367,,-3,Gold Gems,16.683,,-6,XP,500.5
