Faerie Knight Cup,,Chaldea Tam Lin Cup,Lotto Drop Bonus:,,12,,Apple AP Buyback?:,X,,,Event Run Caps:,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Type,Lotto,White ,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
First: Assassin Steps,25.28,30,Lotto 1,12,,2.743,1.685,,6505,Void's Dust,16.7,151.4,AP,0.191,0.094,,6106,Magic Gem of Assassin,10.4,243.1,AP,0.078,,,7006,Assassin Piece,9.79,258.2,AP,0.061,,,6006,Gem of Assassin,12.5,202.2,AP,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",115,"27,882",,,23.6,5.9,6.4,160.7,,,,,,,,,,6536,Aurora Steel,31.467,80.3,AP,0.560,0.343,,6514,Homunculus Baby,31.467,80.3,AP,0.565,0.414,,6527,Deadly Poison Needle,47.200,53.6,AP,0.568,0.347,,6503,Proof of Hero,47.200,53.6,AP,0.349,0.171,,6533,Stake of Wailing Night,47.200,53.6,AP,0.510,0.317,,,,,,,,,,,,,,,,,,,-1,Blue Gems,31.467,,-2,Red Gems,31.467,,-3,Gold Gems,15.733,,-6,XP,472.0
First: Whalebone,28.57,35,Lotto 1,12,,3.339,2.048,,6510,Eternal Gear,16.9,169.1,AP,0.263,0.129,,6205,Secret Gem of Caster,5.51,518.5,AP,0.095,,,7005,Caster Piece,10.6,269.5,AP,0.057,,,6105,Magic Gem of Caster,4.33,659.8,AP,0.027,,,6005,Gem of Caster,16.9,169.1,AP,0.049,,,7004,Rider Piece,1.96,"1,457.7",AP,0.013,,,7006,Assassin Piece,2.36,"1,210.6",AP,0.013,,,7007,Berserker Piece,1.96,"1,457.7",AP,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",154,"33,620",,,31.2,8.1,4.7,133.3,,,,,,,,,,6536,Aurora Steel,42.880,66.6,AP,0.675,0.414,,6514,Homunculus Baby,42.880,66.6,AP,0.681,0.499,,6527,Deadly Poison Needle,64.320,44.4,AP,0.684,0.418,,6503,Proof of Hero,64.320,44.4,AP,0.421,0.206,,6533,Stake of Wailing Night,64.320,44.4,AP,0.615,0.382,,,,,,,,,,,,,,,,,,,-1,Blue Gems,42.880,,-2,Red Gems,42.880,,-3,Gold Gems,21.440,,-6,XP,643.2
First: Beat the Ogre,32.21,40,Lotto 1,12,,3.586,2.247,,6516,Evil Bone,48.9,65.9,AP,0.282,0.186,,6104,Magic Gem of Rider,13.4,240.4,AP,0.090,,,7104,Rider Monument,10.8,298.2,AP,0.163,,,6004,Gem of Rider,26.8,120.2,AP,0.070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",199,"36,093",,,35.7,10.0,3.9,124.1,,,,,,,,,,6536,Aurora Steel,51.900,62.1,AP,0.725,0.445,,6514,Homunculus Baby,51.900,62.1,AP,0.732,0.535,,6527,Deadly Poison Needle,77.850,41.4,AP,0.735,0.449,,6503,Proof of Hero,77.850,41.4,AP,0.452,0.221,,6533,Stake of Wailing Night,77.850,41.4,AP,0.660,0.410,,,,,,,,,,,,,,,,,,,-1,Blue Gems,51.900,,-2,Red Gems,51.900,,-3,Gold Gems,25.950,,-6,XP,778.5
First: Towering Walls,31.06,40,Lotto 1,12,,5.430,3.253,,6518,Spirit Root,20.1,154.5,AP,0.994,0.487,,6533,Stake of Wailing Night,57.4,54.1,AP,0.505,0.314,,6201,Secret Gem of Saber,3.72,834.9,AP,0.083,,,7101,Saber Monument,19.2,161.8,AP,0.307,,,6101,Magic Gem of Saber,21.3,145.8,AP,0.151,,,6001,Gem of Saber,20.7,150.0,AP,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",270,"42,959",,,35.9,11.9,3.4,104.3,,,,,,,,,,6536,Aurora Steel,59.567,52.1,AP,0.863,0.529,,6514,Homunculus Baby,59.567,52.1,AP,0.871,0.637,,6527,Deadly Poison Needle,89.350,34.8,AP,0.875,0.534,,6503,Proof of Hero,89.350,34.8,AP,0.538,0.263,,6533,Stake of Wailing Night,89.350,34.8,AP,0.785,0.488,,,,,,,,,,,,,,,,,,,-1,Blue Gems,59.567,,-2,Red Gems,59.567,,-3,Gold Gems,29.783,,-6,XP,893.5
First: Tarantula Walk,28.71,40,Lotto 1,12,,6.766,4.186,,6507,Claw of Chaos,23.5,122.2,AP,0.756,0.446,,6547,Ball of Rainbow Thread,39.7,72.3,AP,0.636,0.388,,6203,Secret Gem of Lancer,10,287.1,AP,0.256,,,7103,Lancer Monument,20.2,142.1,AP,0.336,,,6103,Magic Gem of Lancer,42.7,67.2,AP,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",327,"58,711",,,45.2,15.1,2.7,76.3,,,,,,,,,,6536,Aurora Steel,75.250,38.2,AP,1.179,0.723,,6514,Homunculus Baby,75.250,38.2,AP,1.190,0.871,,6527,Deadly Poison Needle,112.875,25.4,AP,1.195,0.730,,6503,Proof of Hero,112.875,25.4,AP,0.735,0.360,,6533,Stake of Wailing Night,112.875,25.4,AP,1.073,0.667,,,,,,,,,,,,,,,,,,,-1,Blue Gems,75.250,,-2,Red Gems,75.250,,-3,Gold Gems,37.625,,-6,XP,1128.8
First: Egg Fight,28.74,40,Lotto 1,12,,7.604,4.624,,6542,Egg of Truth,26.13,110.0,AP,1.466,0.856,,6530,Mystic Spinal Fluid,78.79,36.5,AP,0.787,0.430,,6104,Magic Gem of Rider,38,75.6,AP,0.286,,,7104,Rider Monument,13.5,212.9,AP,0.228,,,6004,Gem of Rider,21.3,134.9,AP,0.062,,,7101,Saber Monument,13.4,214.5,AP,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",392,"58,481",,,45.1,15.0,2.7,76.6,,,,,,,,,,6536,Aurora Steel,75.033,38.3,AP,1.175,0.720,,6514,Homunculus Baby,75.033,38.3,AP,1.185,0.867,,6527,Deadly Poison Needle,112.550,25.5,AP,1.191,0.727,,6503,Proof of Hero,112.550,25.5,AP,0.732,0.358,,6533,Stake of Wailing Night,112.550,25.5,AP,1.069,0.665,,,,,,,,,,,,,,,,,,,-1,Blue Gems,75.033,,-2,Red Gems,75.033,,-3,Gold Gems,37.517,,-6,XP,1125.5
First: Mimicry Paradise,26.5,40,Lotto 1,12,,9.348,5.671,,6539,Reactor Core of Dawn,36.85,71.9,AP,1.285,0.649,,6550,Scale of Fantasy,63.04,42.0,AP,1.104,0.681,,6202,Secret Gem of Archer,35.4,74.9,AP,0.954,,,7102,Archer Monument,32,82.8,AP,0.584,,,6102,Magic Gem of Archer,16.2,163.6,AP,0.122,,,6002,Gem of Archer,21,126.2,AP,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",511,"76,047",,,53.9,18.0,2.2,58.9,,,,,,,,,,6536,Aurora Steel,89.967,29.5,AP,1.528,0.937,,6514,Homunculus Baby,89.967,29.5,AP,1.541,1.128,,6527,Deadly Poison Needle,134.950,19.6,AP,1.548,0.946,,6503,Proof of Hero,134.950,19.6,AP,0.952,0.466,,6533,Stake of Wailing Night,134.950,19.6,AP,1.390,0.865,,,,,,,,,,,,,,,,,,,-1,Blue Gems,89.967,,-2,Red Gems,89.967,,-3,Gold Gems,44.983,,-6,XP,1349.5
Second: Dangerous Tag,25.13,30,Lotto 2,12,,2.941,1.825,,6522,Fool's Chain,28,89.8,AP,0.293,0.174,,6006,Gem of Assassin,17,147.8,AP,0.050,,,7006,Assassin Piece,11.5,218.5,AP,0.072,,,7004,Rider Piece,2.19,"1,147.5",AP,0.016,,,7007,Berserker Piece,1.64,"1,532.3",AP,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",115,"28,934",,,25.5,6.0,6.2,154.8,,,,,,,,,,6536,Aurora Steel,32.460,77.4,AP,0.581,0.356,,6514,Homunculus Baby,32.460,77.4,AP,0.586,0.429,,6527,Deadly Poison Needle,48.690,51.6,AP,0.589,0.360,,6503,Proof of Hero,48.690,51.6,AP,0.362,0.177,,6533,Stake of Wailing Night,48.690,51.6,AP,0.529,0.329,,,,,,,,,,,,,,,,,,,-1,Blue Gems,32.460,,-2,Red Gems,32.460,,-3,Gold Gems,16.230,,-6,XP,486.9
Second: Quiz! Fight and Guts,28.62,35,Lotto 2,12,,3.702,2.228,,6511,Forbidden Page,30.8,92.9,AP,0.654,0.327,,6105,Magic Gem of Caster,9.83,291.1,AP,0.060,,,7005,Caster Piece,13.1,218.5,AP,0.070,,,6005,Gem of Caster,17.2,166.4,AP,0.049,,,7004,Rider Piece,1.91,"1,498.4",AP,0.012,,,7006,Assassin Piece,0.82,"3,490.2",AP,0.005,,,7007,Berserker Piece,1.36,"2,104.4",AP,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",154,"33,305",,,31.9,8.0,4.7,134.5,,,,,,,,,,6536,Aurora Steel,42.553,67.3,AP,0.669,0.410,,6514,Homunculus Baby,42.553,67.3,AP,0.675,0.494,,6527,Deadly Poison Needle,63.830,44.8,AP,0.678,0.414,,6503,Proof of Hero,63.830,44.8,AP,0.417,0.204,,6533,Stake of Wailing Night,63.830,44.8,AP,0.609,0.379,,,,,,,,,,,,,,,,,,,-1,Blue Gems,42.553,,-2,Red Gems,42.553,,-3,Gold Gems,21.277,,-6,XP,638.3
Second: Amazon's Bingo,31.93,40,Lotto 2,12,,4.135,2.565,,6509,Serpent Jewel,21.4,149.2,AP,0.297,0.183,,6538,Soundless Bell,26.7,119.6,AP,0.386,0.229,,6107,Magic Gem of Berserker,12.7,251.4,AP,0.088,,,7107,Berserker Monument,8.79,363.3,AP,0.132,,,6007,Gem of Berserker,28.3,112.8,AP,0.062,,,7104,Rider Monument,1.3,"2,456.2",AP,0.020,,,7105,Caster Monument,2.93,"1,089.8",AP,0.045,,,7106,Assassin Monument,1.3,"2,456.2",AP,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",200,"37,719",,,38.9,10.2,3.7,118.8,,,,,,,,,,6536,Aurora Steel,53.767,59.4,AP,0.758,0.465,,6514,Homunculus Baby,53.767,59.4,AP,0.764,0.559,,6527,Deadly Poison Needle,80.650,39.6,AP,0.768,0.469,,6503,Proof of Hero,80.650,39.6,AP,0.472,0.231,,6533,Stake of Wailing Night,80.650,39.6,AP,0.690,0.429,,,,,,,,,,,,,,,,,,,-1,Blue Gems,53.767,,-2,Red Gems,53.767,,-3,Gold Gems,26.883,,-6,XP,806.5
