Location,AP,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,,Eff,,,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Merry Roadwork: Beg,27.7,1.439,0.867,,16,Serpent Jewel,3.66,756.8,AP,0.071,0.043,,,6,Deadly Poison Needle,5.64,491.1,AP,0.068,0.041,,,54,Gem of Lancer,14.74,187.9,AP,0.045,,,,75,Lancer Piece,10.1,274.3,AP,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,69,"12,400",,,9.2,4.6,13.0,361.3,,,21,Meteor Horseshoes,15.333,180.7,AP,0.273,0.199,,,13,Seed of Yggdrasil,15.333,180.7,AP,0.223,0.125,,,4,Void's Dust,15.333,180.7,AP,0.173,0.083,,,7,Mystic Spinal Fluid,23.000,120.4,AP,0.267,0.191,,,26,Giant's Ring,2.377,"1,165.5",AP,0.042,0.025,,,39,Tearstone of Blood,7.667,361.3,AP,0.321,0.161,,,-1,Blue Gems,15.333,,-2,Red Gems,15.333,,-3,Gold Gems,7.667
Merry Roadwork: Int,31.4,2.084,1.258,,16,Serpent Jewel,9.67,324.7,AP,0.166,0.100,,,2,Evil Bone,17.45,179.9,AP,0.124,0.076,,,57,Gem of Assassin,18.05,174.0,AP,0.044,,,,78,Assassin Piece,15.2,206.6,AP,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,92,"17,121",,,14.4,7.2,8.3,261.7,,,21,Meteor Horseshoes,24.000,130.8,AP,0.378,0.274,,,13,Seed of Yggdrasil,24.000,130.8,AP,0.308,0.173,,,4,Void's Dust,24.000,130.8,AP,0.238,0.115,,,7,Mystic Spinal Fluid,36.000,87.2,AP,0.368,0.263,,,26,Giant's Ring,3.720,844.1,AP,0.058,0.034,,,39,Tearstone of Blood,12.000,261.7,AP,0.443,0.222,,,-1,Blue Gems,24.000,,-2,Red Gems,24.000,,-3,Gold Gems,12.000
Merry Roadwork: Adv,34.25,3.038,1.846,,16,Serpent Jewel,13.94,245.7,AP,0.220,0.132,,,25,Eternal Ice,14.43,237.4,AP,0.194,0.132,,,60,Magic Gem of Archer,10.96,312.5,AP,0.063,,,,74,Archer Piece,18,190.3,AP,0.148,,,,53,Gem of Archer,16.7,205.1,AP,0.036,,,,,,,,,,,,,,,,,,,,,4400,128,"25,049",,,25.3,11.2,5.2,178.9,,,21,Meteor Horseshoes,38.300,89.4,AP,0.552,0.402,,,13,Seed of Yggdrasil,38.300,89.4,AP,0.451,0.253,,,4,Void's Dust,38.300,89.4,AP,0.349,0.168,,,7,Mystic Spinal Fluid,57.450,59.6,AP,0.538,0.385,,,26,Giant's Ring,5.937,576.9,AP,0.085,0.050,,,39,Tearstone of Blood,19.150,178.9,AP,0.649,0.324,,,-1,Blue Gems,38.300,,-2,Red Gems,38.300,,-3,Gold Gems,19.150
Flyweight,34.06,3.548,2.082,,39,Tearstone of Blood,12.57,271.0,AP,0.428,0.214,,,30,Crown of Silvery Light,12.35,275.8,AP,0.199,0.115,,,13,Seed of Yggdrasil,16.2,210.2,AP,0.192,0.108,,,65,Magic Gem of Berserker,15.2,224.1,AP,0.098,,,,79,Berserker Piece,20.1,169.5,AP,0.171,,,,58,Gem of Berserker,14.8,230.1,AP,0.033,,,,,,,,,,,,5400,159,"26,043",,,26.0,11.6,5.1,172.0,,,21,Meteor Horseshoes,39.600,86.0,AP,0.574,0.417,,,13,Seed of Yggdrasil,39.600,86.0,AP,0.469,0.263,,,4,Void's Dust,39.600,86.0,AP,0.363,0.175,,,7,Mystic Spinal Fluid,59.400,57.3,AP,0.560,0.400,,,26,Giant's Ring,6.138,554.9,AP,0.089,0.052,,,39,Tearstone of Blood,19.800,172.0,AP,0.674,0.337,,,-1,Blue Gems,39.600,,-2,Red Gems,39.600,,-3,Gold Gems,19.800
Bantamweight,33.55,3.944,2.299,,46,Reactor Core of Dawn,15.24,220.1,AP,0.472,0.238,,,30,Crown of Silvery Light,15.52,216.2,AP,0.254,0.146,,,18,Eternal Gear,15.65,214.4,AP,0.212,0.102,,,59,Magic Gem of Saber,15.65,214.4,AP,0.104,,,,80,Saber Monument,9.8,342.3,AP,0.217,,,,52,Gem of Saber,20.2,166.1,AP,0.048,,,,,,,,,,,,6400,191,"28,687",,,32.1,12.1,4.7,156.2,,,21,Meteor Horseshoes,42.967,78.1,AP,0.633,0.460,,,13,Seed of Yggdrasil,42.967,78.1,AP,0.516,0.290,,,4,Void's Dust,42.967,78.1,AP,0.400,0.193,,,7,Mystic Spinal Fluid,64.450,52.1,AP,0.617,0.441,,,26,Giant's Ring,6.660,503.8,AP,0.098,0.057,,,39,Tearstone of Blood,21.483,156.2,AP,0.743,0.371,,,-1,Blue Gems,42.967,,-2,Red Gems,42.967,,-3,Gold Gems,21.483
Featherweight,33.43,4.244,2.485,,41,Lamp of Evil-Sealing,17.53,190.7,AP,0.503,0.275,,,30,Crown of Silvery Light,17.67,189.2,AP,0.291,0.167,,,19,Forbidden Page,18.22,183.5,AP,0.378,0.189,,,63,Magic Gem of Caster,20.4,163.9,AP,0.107,,,,84,Caster Monument,15.6,214.3,AP,0.328,,,,56,Gem of Caster,19.4,172.3,AP,0.047,,,,,,,,,,,,7400,221,"29,326",,,32.9,12.3,4.6,152.8,,,21,Meteor Horseshoes,43.767,76.4,AP,0.647,0.470,,,13,Seed of Yggdrasil,43.767,76.4,AP,0.528,0.297,,,4,Void's Dust,43.767,76.4,AP,0.408,0.197,,,7,Mystic Spinal Fluid,65.650,50.9,AP,0.630,0.451,,,26,Giant's Ring,6.784,492.8,AP,0.100,0.059,,,39,Tearstone of Blood,21.883,152.8,AP,0.759,0.380,,,-1,Blue Gems,43.767,,-2,Red Gems,43.767,,-3,Gold Gems,21.883
Welterweight,33.23,4.607,2.764,,36,Dragon's Reverse Scale,17.14,193.9,AP,0.892,0.504,,,31,Divine Leyline Spiritron,20.1,165.3,AP,0.321,0.197,,,3,Dragon Fang,24.73,134.4,AP,0.207,0.141,,,69,Secret Gem of Rider,10.24,324.5,AP,0.313,,,,83,Rider Monument,17.9,185.6,AP,0.370,,,,62,Magic Gem of Rider,15.3,217.2,AP,0.099,,,,,,,,,,,,8400,253,"30,424",,,33.8,12.7,4.4,147.3,,,21,Meteor Horseshoes,45.133,73.6,AP,0.671,0.488,,,13,Seed of Yggdrasil,45.133,73.6,AP,0.547,0.308,,,4,Void's Dust,45.133,73.6,AP,0.424,0.204,,,7,Mystic Spinal Fluid,67.700,49.1,AP,0.654,0.468,,,26,Giant's Ring,6.996,475.0,AP,0.104,0.061,,,39,Tearstone of Blood,22.567,147.3,AP,0.788,0.394,,,-1,Blue Gems,45.133,,-2,Red Gems,45.133,,-3,Gold Gems,22.567
Heavyweight,31.08,6.098,3.695,,45,Mysterious Divine Wine,20.02,155.2,AP,0.900,0.513,,,31,Divine Leyline Spiritron,21.12,147.2,AP,0.360,0.221,,,21,Meteor Horseshoes,21.88,142.0,AP,0.348,0.253,,,68,Secret Gem of Lancer,20.07,154.9,AP,0.945,,,,82,Lancer Monument,19.9,156.2,AP,0.466,,,,61,Magic Gem of Lancer,15.2,204.5,AP,0.099,,,,,,,,,,,,9400,302,"42,859",,,44.8,16.7,3.4,104.5,,,21,Meteor Horseshoes,59.467,52.3,AP,0.945,0.687,,,13,Seed of Yggdrasil,59.467,52.3,AP,0.771,0.434,,,4,Void's Dust,59.467,52.3,AP,0.597,0.288,,,7,Mystic Spinal Fluid,89.200,34.8,AP,0.921,0.659,,,26,Giant's Ring,9.217,337.2,AP,0.146,0.086,,,39,Tearstone of Blood,29.733,104.5,AP,1.110,0.555,,,-1,Blue Gems,59.467,,-2,Red Gems,59.467,,-3,Gold Gems,29.733
Super Heavyweight,31.14,6.747,4.063,,35,Heart of the Foreign God,25.05,124.3,AP,1.310,0.808,,,31,Divine Leyline Spiritron,27.21,114.4,AP,0.463,0.284,,,22,Great Knight Medal,27.22,114.4,AP,0.523,0.286,,,67,Secret Gem of Archer,29.89,104.2,AP,1.291,,,,81,Archer Monument,25.1,124.1,AP,0.557,,,,60,Magic Gem of Archer,19.9,156.5,AP,0.125,,,,,,,,,,,,9400,302,"42,489",,,44.4,16.6,3.4,105.4,,,21,Meteor Horseshoes,59.067,52.7,AP,0.937,0.681,,,13,Seed of Yggdrasil,59.067,52.7,AP,0.764,0.430,,,4,Void's Dust,59.067,52.7,AP,0.592,0.285,,,7,Mystic Spinal Fluid,88.600,35.1,AP,0.913,0.653,,,26,Giant's Ring,9.155,340.1,AP,0.145,0.085,,,39,Tearstone of Blood,29.533,105.4,AP,1.100,0.550,,,-1,Blue Gems,59.067,,-2,Red Gems,59.067,,-3,Gold Gems,29.533
Holy Night,,,,,26,Giant's Ring,38.62,0.0,AP,,0.000,,,53,Gem of Archer,30.11,0.0,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400,,,,,,,,,,,21,Meteor Horseshoes,,,,,,,,13,Seed of Yggdrasil,,,,,,,,4,Void's Dust,,,,,,,,7,Mystic Spinal Fluid,,,,,,,,26,Giant's Ring,,,,,,,,39,Tearstone of Blood,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,
