Location,AP,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,,Eff,,,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Merry Roadwork: Beg,27.24,1.516,0.949,,16,Serpent Jewel,3.66,744.3,AP,0.073,0.043,,,6,Deadly Poison Needle,5.64,483.0,AP,0.069,0.042,,,54,Gem of Lancer,14.74,184.8,AP,0.046,,,,75,Lancer Piece,10.1,269.7,AP,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,70,"15,131",,,9.2,4.6,10.9,296.1,,,21,Meteor Horseshoes,18.400,148.0,AP,0.334,0.243,,,13,Seed of Yggdrasil,18.400,148.0,AP,0.272,0.153,,,4,Void's Dust,18.400,148.0,AP,0.211,0.102,,,7,Mystic Spinal Fluid,27.600,98.7,AP,0.325,0.233,,,26,Giant's Ring,2.852,955.1,AP,0.052,0.030,,,28,Soundless Bell,9.200,296.1,AP,0.181,0.104,,,-1,Blue Gems,18.400,,-2,Red Gems,18.400,,-3,Gold Gems,9.200
Merry Roadwork: Int,30.68,2.207,1.380,,16,Serpent Jewel,9.67,317.3,AP,0.170,0.102,,,2,Evil Bone,17.45,175.8,AP,0.127,0.078,,,57,Gem of Assassin,18.05,170.0,AP,0.045,,,,78,Assassin Piece,15.2,201.8,AP,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,95,"21,027",,,14.4,7.2,6.9,213.1,,,21,Meteor Horseshoes,28.800,106.5,AP,0.464,0.337,,,13,Seed of Yggdrasil,28.800,106.5,AP,0.378,0.213,,,4,Void's Dust,28.800,106.5,AP,0.293,0.141,,,7,Mystic Spinal Fluid,43.200,71.0,AP,0.452,0.323,,,26,Giant's Ring,4.464,687.3,AP,0.072,0.042,,,28,Soundless Bell,14.400,213.1,AP,0.251,0.144,,,-1,Blue Gems,28.800,,-2,Red Gems,28.800,,-3,Gold Gems,14.400
Merry Roadwork: Adv,33.13,3.238,2.038,,16,Serpent Jewel,13.94,237.7,AP,0.227,0.136,,,25,Eternal Ice,14.43,229.6,AP,0.201,0.136,,,60,Magic Gem of Archer,10.96,302.3,AP,0.065,,,,74,Archer Piece,18,184.1,AP,0.153,,,,53,Gem of Archer,16.7,198.4,AP,0.037,,,,,,,,,,,,,,,,,,,,,4400,133,"30,944",,,25.3,11.2,4.4,144.8,,,21,Meteor Horseshoes,45.767,72.4,AP,0.682,0.496,,,13,Seed of Yggdrasil,45.767,72.4,AP,0.557,0.313,,,4,Void's Dust,45.767,72.4,AP,0.431,0.208,,,7,Mystic Spinal Fluid,68.650,48.3,AP,0.665,0.476,,,26,Giant's Ring,7.094,467.0,AP,0.105,0.062,,,28,Soundless Bell,22.883,144.8,AP,0.370,0.212,,,-1,Blue Gems,45.767,,-2,Red Gems,45.767,,-3,Gold Gems,22.883
Flyweight,32.9,3.775,2.292,,39,Tearstone of Blood,12.57,261.7,AP,0.443,0.222,,,30,Crown of Silvery Light,12.35,266.4,AP,0.206,0.119,,,13,Seed of Yggdrasil,16.2,203.1,AP,0.198,0.112,,,65,Magic Gem of Berserker,15.2,216.4,AP,0.102,,,,79,Berserker Piece,20.1,163.7,AP,0.177,,,,58,Gem of Berserker,14.8,222.3,AP,0.034,,,,,,,,,,,,5400,164,"32,227",,,26.0,11.6,4.2,139.0,,,21,Meteor Horseshoes,47.333,69.5,AP,0.711,0.517,,,13,Seed of Yggdrasil,47.333,69.5,AP,0.580,0.326,,,4,Void's Dust,47.333,69.5,AP,0.449,0.217,,,7,Mystic Spinal Fluid,71.000,46.3,AP,0.693,0.496,,,26,Giant's Ring,7.337,448.4,AP,0.110,0.065,,,28,Soundless Bell,23.667,139.0,AP,0.385,0.220,,,-1,Blue Gems,47.333,,-2,Red Gems,47.333,,-3,Gold Gems,23.667
Bantamweight,32.34,4.183,2.523,,46,Reactor Core of Dawn,15.24,212.2,AP,0.489,0.247,,,30,Crown of Silvery Light,15.52,208.4,AP,0.264,0.152,,,18,Eternal Gear,15.65,206.6,AP,0.220,0.106,,,59,Magic Gem of Saber,15.65,206.6,AP,0.108,,,,80,Saber Monument,9.8,330.0,AP,0.225,,,,52,Gem of Saber,20.2,160.1,AP,0.050,,,,,,,,,,,,6400,198,"35,348",,,32.1,12.1,3.9,126.7,,,21,Meteor Horseshoes,51.033,63.4,AP,0.780,0.567,,,13,Seed of Yggdrasil,51.033,63.4,AP,0.636,0.358,,,4,Void's Dust,51.033,63.4,AP,0.492,0.238,,,7,Mystic Spinal Fluid,76.550,42.2,AP,0.760,0.544,,,26,Giant's Ring,7.910,408.8,AP,0.120,0.071,,,28,Soundless Bell,25.517,126.7,AP,0.422,0.242,,,-1,Blue Gems,51.033,,-2,Red Gems,51.033,,-3,Gold Gems,25.517
Featherweight,32.2,4.500,2.719,,41,Lamp of Evil-Sealing,17.53,183.7,AP,0.523,0.286,,,30,Crown of Silvery Light,17.67,182.2,AP,0.302,0.174,,,19,Forbidden Page,18.22,176.7,AP,0.392,0.196,,,63,Magic Gem of Caster,20.4,157.8,AP,0.111,,,,84,Caster Monument,15.6,206.4,AP,0.340,,,,56,Gem of Caster,19.4,166.0,AP,0.049,,,,,,,,,,,,7400,230,"36,151",,,32.9,12.3,3.8,123.9,,,21,Meteor Horseshoes,51.967,62.0,AP,0.797,0.579,,,13,Seed of Yggdrasil,51.967,62.0,AP,0.650,0.366,,,4,Void's Dust,51.967,62.0,AP,0.504,0.243,,,7,Mystic Spinal Fluid,77.950,41.3,AP,0.777,0.556,,,26,Giant's Ring,8.055,399.8,AP,0.123,0.072,,,28,Soundless Bell,25.983,123.9,AP,0.432,0.247,,,-1,Blue Gems,51.967,,-2,Red Gems,51.967,,-3,Gold Gems,25.983
Welterweight,31.96,4.887,3.019,,36,Dragon's Reverse Scale,17.14,186.5,AP,0.927,0.524,,,31,Divine Leyline Spiritron,20.1,159.0,AP,0.333,0.204,,,3,Dragon Fang,24.73,129.2,AP,0.215,0.147,,,69,Secret Gem of Rider,10.24,312.1,AP,0.326,,,,83,Rider Monument,17.9,178.5,AP,0.384,,,,62,Magic Gem of Rider,15.3,208.9,AP,0.103,,,,,,,,,,,,8400,263,"37,567",,,33.8,12.7,3.7,119.3,,,21,Meteor Horseshoes,53.600,59.6,AP,0.828,0.602,,,13,Seed of Yggdrasil,53.600,59.6,AP,0.676,0.380,,,4,Void's Dust,53.600,59.6,AP,0.523,0.252,,,7,Mystic Spinal Fluid,80.400,39.8,AP,0.808,0.578,,,26,Giant's Ring,8.308,384.7,AP,0.128,0.075,,,28,Soundless Bell,26.800,119.3,AP,0.449,0.257,,,-1,Blue Gems,53.600,,-2,Red Gems,53.600,,-3,Gold Gems,26.800
Heavyweight,29.41,6.582,4.112,,45,Mysterious Divine Wine,20.02,146.9,AP,0.951,0.542,,,31,Divine Leyline Spiritron,21.12,139.3,AP,0.381,0.233,,,21,Meteor Horseshoes,21.88,134.4,AP,0.368,0.267,,,68,Secret Gem of Lancer,20.07,146.5,AP,0.999,,,,82,Lancer Monument,19.9,147.8,AP,0.493,,,,61,Magic Gem of Lancer,15.2,193.5,AP,0.104,,,,,,,,,,,,9400,320,"53,772",,,44.8,16.7,2.8,83.3,,,21,Meteor Horseshoes,70.600,41.7,AP,1.186,0.862,,,13,Seed of Yggdrasil,70.600,41.7,AP,0.967,0.544,,,4,Void's Dust,70.600,41.7,AP,0.749,0.361,,,7,Mystic Spinal Fluid,105.900,27.8,AP,1.156,0.827,,,26,Giant's Ring,10.943,268.8,AP,0.183,0.108,,,28,Soundless Bell,35.300,83.3,AP,0.642,0.368,,,-1,Blue Gems,70.600,,-2,Red Gems,70.600,,-3,Gold Gems,35.300
Super Heavyweight,29.48,7.264,4.498,,35,Heart of the Foreign God,25.05,117.7,AP,1.383,0.854,,,31,Divine Leyline Spiritron,27.21,108.3,AP,0.489,0.300,,,22,Great Knight Medal,27.22,108.3,AP,0.552,0.302,,,67,Secret Gem of Archer,29.89,98.6,AP,1.364,,,,81,Archer Monument,25.1,117.5,AP,0.588,,,,60,Magic Gem of Archer,19.9,148.1,AP,0.132,,,,,,,,,,,,9400,319,"53,290",,,44.4,16.6,2.9,84.1,,,21,Meteor Horseshoes,70.133,42.0,AP,1.175,0.854,,,13,Seed of Yggdrasil,70.133,42.0,AP,0.959,0.539,,,4,Void's Dust,70.133,42.0,AP,0.742,0.358,,,7,Mystic Spinal Fluid,105.200,28.0,AP,1.145,0.819,,,26,Giant's Ring,10.871,271.2,AP,0.181,0.107,,,28,Soundless Bell,35.067,84.1,AP,0.636,0.365,,,-1,Blue Gems,70.133,,-2,Red Gems,70.133,,-3,Gold Gems,35.067
Holy Night,,,,,26,Giant's Ring,38.62,0.0,AP,,0.000,,,53,Gem of Archer,30.11,0.0,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400,,,,,,,,,,,21,Meteor Horseshoes,,,,,,,,13,Seed of Yggdrasil,,,,,,,,4,Void's Dust,,,,,,,,7,Mystic Spinal Fluid,,,,,,,,26,Giant's Ring,,,,,,,,28,Soundless Bell,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,
