Hunting Quest 12,,Hunting Quest 12,Lotto Drop Bonus:,,12,,Apple AP Buyback?:,X,,,Event Run Caps:,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Skeleton,40,40,Event,12,,2.066,1.308,,6524,Great Knight Medal,46.7,85.7,AP,0.632,0.362,,6516,Evil Bone,308.5,13.0,AP,1.435,0.946,,6203,Secret Gem of Lancer,21.2,188.7,AP,0.390,,,6103,Magic Gem of Lancer,24,166.7,AP,0.120,,,6003,Gem of Lancer,5.15,776.7,AP,0.011,,,9702500,Lancer Hellfire,178,22.5,AP,9.332,,,9702400,Lancer Blaze,719,5.6,AP,4.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"457,400",11435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Wyvern,40,40,Event,12,,2.257,1.415,,6524,Great Knight Medal,45.8,87.3,AP,0.619,0.355,,6512,Dragon Fang,261,15.3,AP,1.638,1.060,,6204,Secret Gem of Rider,18.3,218.6,AP,0.335,,,6104,Magic Gem of Rider,24.8,161.3,AP,0.134,,,6004,Gem of Rider,5.71,700.5,AP,0.012,,,9704500,Rider Hellfire,181,22.1,AP,16.901,,,9704400,Rider Blaze,720,5.6,AP,1.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"437,400",10935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Merman,40,40,Event,12,,2.244,1.365,,6524,Great Knight Medal,45.5,87.9,AP,0.615,0.353,,6526,Shell of Reminiscense,140.1,28.6,AP,1.629,1.012,,6206,Secret Gem of Assassin,21.2,188.7,AP,0.390,,,6106,Magic Gem of Assassin,21.6,185.2,AP,0.103,,,6006,Gem of Assassin,6.62,604.2,AP,0.012,,,9706500,Assassin Hellfire,178,22.5,AP,14.458,,,9706400,Assassin Blaze,730,5.5,AP,3.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"484,400",12110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Garuda,40,40,Event,12,,2.739,1.452,,6546,Fruit of Eternity,46.7,85.7,AP,1.076,0.543,,6501,Phoenix Feather,126.7,31.6,AP,1.663,0.908,,6205,Secret Gem of Caster,24.1,166.0,AP,0.298,,,6105,Magic Gem of Caster,27.1,147.6,AP,0.119,,,6005,Gem of Caster,8.89,449.9,AP,0.018,,,9705500,Caster Hellfire,175,22.9,AP,0.556,,,9705400,Caster Blaze,738,5.4,AP,3.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"453,400",11335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Kelpie,40,40,Event,12,,3.280,1.789,,6519,Warhorse's Young Horn,67.6,59.2,AP,1.453,0.880,,6546,Fruit of Eternity,44,90.9,AP,1.014,0.512,,6503,Proof of Hero,173.7,23.0,AP,0.812,0.398,,6201,Secret Gem of Saber,20,200.0,AP,0.346,,,6101,Magic Gem of Saber,25.8,155.0,AP,0.142,,,6001,Gem of Saber,7.29,548.7,AP,0.013,,,9701500,Saber Hellfire,179,22.3,AP,1.011,,,9701400,Saber Blaze,710,5.6,AP,3.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"467,400",11685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Soul Eater,40,40,Event,12,,3.880,2.106,,6521,Black Beast Grease,67.4,59.3,AP,1.564,0.954,,6546,Fruit of Eternity,45.9,87.1,AP,1.058,0.534,,6510,Eternal Gear,113.4,35.3,AP,1.259,0.618,,6202,Secret Gem of Archer,14.8,270.3,AP,0.264,,,6102,Magic Gem of Archer,25.9,154.4,AP,0.130,,,6002,Gem of Archer,5.88,680.3,AP,0.011,,,9703500,Archer Hellfire,185,21.6,AP,18.190,,,9703400,Archer Blaze,722,5.5,AP,4.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"493,400",12335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Cerberus,40,40,Event,12,,3.725,2.059,,6544,Fragment of a Twinkling Star,41.6,96.2,AP,1.545,0.909,,6511,Forbidden Page,109.4,36.6,AP,1.663,0.831,,6550,Scale of Fantasy,44.5,89.9,AP,0.516,0.319,,6207,Secret Gem of Berserker,24.1,166.0,AP,0.451,,,6107,Magic Gem of Berserker,24.8,161.3,AP,0.136,,,6007,Gem of Berserker,7.18,557.1,AP,0.013,,,9707500,Berserker Hellfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,206,600",55165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
