Indra's Great Trials,,Indra's Great Trial - Circling the Broken Sky,,Lotto Drop Bonus:,,10,,,,,Apple AP Buyback?:,X,,,,,,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Bond,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),QP,Base,Drop,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
The Dark Night is a Labyrinth,26.95,30,215,Lotto,10,,1.77,0.5,,6503,Proof of Hero,24.31,110.9,AP,0.169,0.036,,6001,Gem of Saber,18.06,149.2,AP,0.05,,,7001,Saber Piece,9.72,277.3,AP,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,400",,89,"24,602",,,17.4,4.4,9.8,265.4,,,,,,,,,,6550,Scale of Fantasy,20.307,132.7,AP,0.347,0.069,,6524,Great Knight Medal,20.307,132.7,AP,0.406,0.128,,6551,Ceremonial Sword of Twilight,30.46,88.5,AP,0.328,0.069,,6534,Mystic Gunpowder,30.46,88.5,AP,0.31,0.059,,6516,Evil Bone,30.46,88.5,AP,0.211,0.139,,,,,,,,,,,,,,,,,,,-1,Blue Gems,20.307,,-2,Red Gems,20.307,,-3,Gold Gems,10.153,,-6,XP,304.6
Girl Swimming in the Sea of ??Clouds,30.3,35,415,Lotto,10,,2.557,0.713,,6527,Deadly Poison Needle,35.74,84.8,AP,0.359,0.076,,6004,Gem of Rider,33.33,90.9,AP,0.092,,,7004,Rider Piece,17.27,175.4,AP,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",,145,"33,763",,,24.4,7,6.4,193.4,,,,,,,,,,6550,Scale of Fantasy,31.333,96.7,AP,0.476,0.095,,6524,Great Knight Medal,31.333,96.7,AP,0.557,0.176,,6551,Ceremonial Sword of Twilight,47,64.5,AP,0.45,0.095,,6534,Mystic Gunpowder,47,64.5,AP,0.425,0.082,,6516,Evil Bone,47,64.5,AP,0.29,0.19,,,,,,,,,,,,,,,,,,,-1,Blue Gems,31.333,,-2,Red Gems,31.333,,-3,Gold Gems,15.667,,-6,XP,470
Engrossed in the Mist,33.46,40,615,Lotto,10,,3.332,0.916,,6510,Eternal Gear,45.61,73.4,AP,0.562,0.112,,6105,Magic Gem of Caster,18.51,180.8,AP,0.098,,,7105,Caster Monument,9.92,337.3,AP,0.145,,,6005,Gem of Caster,17.75,188.5,AP,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",,191,"42,558",,,31.7,9.9,4.6,153.4,,,,,,,,,,6550,Scale of Fantasy,43.613,76.7,AP,0.6,0.12,,6524,Great Knight Medal,43.613,76.7,AP,0.703,0.221,,6551,Ceremonial Sword of Twilight,65.42,51.1,AP,0.567,0.119,,6534,Mystic Gunpowder,65.42,51.1,AP,0.536,0.103,,6516,Evil Bone,65.42,51.1,AP,0.366,0.24,,,,,,,,,,,,,,,,,,,-1,Blue Gems,43.613,,-2,Red Gems,43.613,,-3,Gold Gems,21.807,,-6,XP,654.2
Sniper of Dusk,32.78,40,715,Lotto,10,,3.844,1.057,,6547,Ball of Rainbow Thread,51.89,63.2,AP,0.723,0.152,,6102,Magic Gem of Archer,23.26,140.9,AP,0.142,,,7102,Archer Monument,17.69,185.3,AP,0.264,,,6002,Gem of Archer,23.46,139.7,AP,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,400",,226,"47,929",,,34.1,11,4.2,136.2,,,,,,,,,,6550,Scale of Fantasy,48.12,68.1,AP,0.675,0.135,,6524,Great Knight Medal,48.12,68.1,AP,0.791,0.249,,6551,Ceremonial Sword of Twilight,72.18,45.4,AP,0.639,0.135,,6534,Mystic Gunpowder,72.18,45.4,AP,0.603,0.116,,6516,Evil Bone,72.18,45.4,AP,0.412,0.27,,,,,,,,,,,,,,,,,,,-1,Blue Gems,48.12,,-2,Red Gems,48.12,,-3,Gold Gems,24.06,,-6,XP,721.8
Guardians of Clear Skies,32.23,40,815,Lotto,10,,4.618,1.44,,6521,Black Beast Grease,23.97,134.5,AP,0.689,0.138,,6541,Arrowhead of Malice,36.09,89.3,AP,0.512,0.31,,6103,Magic Gem of Lancer,30.24,106.6,AP,0.189,,,7103,Lancer Monument,16.55,194.7,AP,0.245,,,6003,Gem of Lancer,17.12,188.3,AP,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",,261,"52,505",,,35.9,12,3.9,124.4,,,,,,,,,,6550,Scale of Fantasy,51.83,62.2,AP,0.74,0.148,,6524,Great Knight Medal,51.83,62.2,AP,0.867,0.273,,6551,Ceremonial Sword of Twilight,77.745,41.5,AP,0.7,0.147,,6534,Mystic Gunpowder,77.745,41.5,AP,0.661,0.127,,6516,Evil Bone,77.745,41.5,AP,0.451,0.296,,,,,,,,,,,,,,,,,,,-1,Blue Gems,51.83,,-2,Red Gems,51.83,,-3,Gold Gems,25.915,,-6,XP,777.5
The Call of the Storm,30.23,40,915,Lotto,10,,5.961,1.699,,6519,Warhorse's Young Horn,26.39,114.6,AP,0.76,0.24,,6508,Ghost Lantern,41.08,73.6,AP,0.621,0.131,,6107,Magic Gem of Berserker,26.28,115,AP,0.191,,,7107,Berserker Monument,21.7,139.3,AP,0.347,,,6007,Gem of Berserker,29.58,102.2,AP,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",,311,"70,347",,,45.1,15,3.1,92.8,,,,,,,,,,6550,Scale of Fantasy,65.133,46.4,AP,0.991,0.198,,6524,Great Knight Medal,65.133,46.4,AP,1.161,0.366,,6551,Ceremonial Sword of Twilight,97.7,30.9,AP,0.937,0.197,,6534,Mystic Gunpowder,97.7,30.9,AP,0.886,0.17,,6516,Evil Bone,97.7,30.9,AP,0.604,0.396,,,,,,,,,,,,,,,,,,,-1,Blue Gems,65.133,,-2,Red Gems,65.133,,-3,Gold Gems,32.567,,-6,XP,977
The Sun Dances,29.26,40,"1,098",Lotto,10,,7.247,2.244,,6531,Mysterious Divine Wine,26.66,109.8,AP,1.292,0.272,,6554,Obsidian Blade,76.45,38.3,AP,0.755,0.464,,6206,Secret Gem of Assassin,26.14,111.9,AP,0.653,,,7106,Assassin Monument,26.43,110.7,AP,0.439,,,6006,Gem of Assassin,16.87,173.4,AP,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",,386,"79,881",,,49.6,16.5,2.8,81.7,,,,,,,,,,6550,Scale of Fantasy,71.587,40.9,AP,1.125,0.225,,6524,Great Knight Medal,71.587,40.9,AP,1.319,0.416,,6551,Ceremonial Sword of Twilight,107.38,27.2,AP,1.064,0.224,,6534,Mystic Gunpowder,107.38,27.2,AP,1.006,0.193,,6516,Evil Bone,107.38,27.2,AP,0.686,0.45,,,,,,,,,,,,,,,,,,,-1,Blue Gems,71.587,,-2,Red Gems,71.587,,-3,Gold Gems,35.793,,-6,XP,1073.8
A Single Shooting Star,28.3,40,"1,318",Lotto,10,,8.611,3.315,,6525,Scarab of Wisdom,31.3,90.4,AP,1.705,1.004,,6557,Flower of the End,63.63,44.5,AP,1.048,0.611,,6202,Secret Gem of Archer,31.32,90.4,AP,0.796,,,7102,Archer Monument,31.17,90.8,AP,0.54,,,6102,Magic Gem of Archer,16.91,167.4,AP,0.12,,,6002,Gem of Archer,16.54,171.1,AP,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",,478,"89,986",,,54,18,2.6,72.6,,,,,,,,,,6550,Scale of Fantasy,77.997,36.3,AP,1.268,0.254,,6524,Great Knight Medal,77.997,36.3,AP,1.486,0.468,,6551,Ceremonial Sword of Twilight,116.995,24.2,AP,1.199,0.253,,6534,Mystic Gunpowder,116.995,24.2,AP,1.133,0.218,,6516,Evil Bone,116.995,24.2,AP,0.773,0.507,,,,,,,,,,,,,,,,,,,-1,Blue Gems,77.997,,-2,Red Gems,77.997,,-3,Gold Gems,38.998,,-6,XP,1170
,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6550,Scale of Fantasy,,,,,,,6524,Great Knight Medal,,,,,,,6551,Ceremonial Sword of Twilight,,,,,,,6534,Mystic Gunpowder,,,,,,,6516,Evil Bone,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6550,Scale of Fantasy,,,,,,,6524,Great Knight Medal,,,,,,,6551,Ceremonial Sword of Twilight,,,,,,,6534,Mystic Gunpowder,,,,,,,6516,Evil Bone,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
