Indra's Great Trials,,Indra's Great Trial - Circling the Broken Sky,,Lotto Drop Bonus:,,4,,,,,Apple AP Buyback?:,X,,,,,,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Bond,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),QP,Base,Drop,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
The Dark Night is a Labyrinth,28.26,30,215,Lotto,4,,1.034,0.287,,6503,Proof of Hero,24.31,116.2,AP,0.161,0.034,,6001,Gem of Saber,18.06,156.5,AP,0.048,,,7001,Saber Piece,9.72,290.7,AP,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,400",,85,"13,410",,,17.4,4.4,17.2,487,,,,,,,,,,6550,Scale of Fantasy,11.607,243.5,AP,0.189,0.038,,6524,Great Knight Medal,11.607,243.5,AP,0.221,0.07,,6551,Ceremonial Sword of Twilight,17.41,162.3,AP,0.179,0.038,,6534,Mystic Gunpowder,17.41,162.3,AP,0.169,0.032,,6516,Evil Bone,17.41,162.3,AP,0.115,0.076,,,,,,,,,,,,,,,,,,,-1,Blue Gems,11.607,,-2,Red Gems,11.607,,-3,Gold Gems,5.803,,-6,XP,174.1
Girl Swimming in the Sea of ??Clouds,32.39,35,415,Lotto,4,,1.478,0.402,,6527,Deadly Poison Needle,35.74,90.6,AP,0.335,0.071,,6004,Gem of Rider,33.33,97.2,AP,0.086,,,7004,Rider Piece,17.27,187.6,AP,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",,136,"17,553",,,24.4,7,11.5,372,,,,,,,,,,6550,Scale of Fantasy,17.413,186,AP,0.247,0.05,,6524,Great Knight Medal,17.413,186,AP,0.29,0.091,,6551,Ceremonial Sword of Twilight,26.12,124,AP,0.234,0.049,,6534,Mystic Gunpowder,26.12,124,AP,0.221,0.042,,6516,Evil Bone,26.12,124,AP,0.151,0.099,,,,,,,,,,,,,,,,,,,-1,Blue Gems,17.413,,-2,Red Gems,17.413,,-3,Gold Gems,8.707,,-6,XP,261.2
Engrossed in the Mist,36.43,40,615,Lotto,4,,1.904,0.506,,6510,Eternal Gear,45.61,79.9,AP,0.516,0.103,,6105,Magic Gem of Caster,18.51,196.8,AP,0.09,,,7105,Caster Monument,9.92,367.2,AP,0.133,,,6005,Gem of Caster,17.75,205.2,AP,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",,176,"21,325",,,31.7,9.9,8.4,306.2,,,,,,,,,,6550,Scale of Fantasy,23.793,153.1,AP,0.3,0.06,,6524,Great Knight Medal,23.793,153.1,AP,0.352,0.111,,6551,Ceremonial Sword of Twilight,35.69,102.1,AP,0.284,0.06,,6534,Mystic Gunpowder,35.69,102.1,AP,0.268,0.052,,6516,Evil Bone,35.69,102.1,AP,0.183,0.12,,,,,,,,,,,,,,,,,,,-1,Blue Gems,23.793,,-2,Red Gems,23.793,,-3,Gold Gems,11.897,,-6,XP,356.9
Sniper of Dusk,36.09,40,715,Lotto,4,,2.192,0.584,,6547,Ball of Rainbow Thread,51.89,69.6,AP,0.657,0.138,,6102,Magic Gem of Archer,23.26,155.2,AP,0.129,,,7102,Archer Monument,17.69,204,AP,0.24,,,6002,Gem of Archer,23.46,153.8,AP,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,400",,205,"23,576",,,34.1,11,7.7,277,,,,,,,,,,6550,Scale of Fantasy,26.06,138.5,AP,0.332,0.066,,6524,Great Knight Medal,26.06,138.5,AP,0.389,0.123,,6551,Ceremonial Sword of Twilight,39.09,92.3,AP,0.314,0.066,,6534,Mystic Gunpowder,39.09,92.3,AP,0.297,0.057,,6516,Evil Bone,39.09,92.3,AP,0.203,0.133,,,,,,,,,,,,,,,,,,,-1,Blue Gems,26.06,,-2,Red Gems,26.06,,-3,Gold Gems,13.03,,-6,XP,390.9
Guardians of Clear Skies,35.81,40,815,Lotto,4,,2.737,0.884,,6521,Black Beast Grease,23.97,149.4,AP,0.62,0.124,,6541,Arrowhead of Malice,36.09,99.2,AP,0.461,0.279,,6103,Magic Gem of Lancer,30.24,118.4,AP,0.17,,,7103,Lancer Monument,16.55,216.4,AP,0.221,,,6003,Gem of Lancer,17.12,209.2,AP,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",,235,"25,447",,,35.9,12,7.2,256.6,,,,,,,,,,6550,Scale of Fantasy,27.91,128.3,AP,0.359,0.072,,6524,Great Knight Medal,27.91,128.3,AP,0.42,0.132,,6551,Ceremonial Sword of Twilight,41.865,85.5,AP,0.339,0.071,,6534,Mystic Gunpowder,41.865,85.5,AP,0.32,0.062,,6516,Evil Bone,41.865,85.5,AP,0.219,0.143,,,,,,,,,,,,,,,,,,,-1,Blue Gems,27.91,,-2,Red Gems,27.91,,-3,Gold Gems,13.955,,-6,XP,418.7
The Call of the Storm,34.74,40,915,Lotto,4,,3.348,0.945,,6519,Warhorse's Young Horn,26.39,131.6,AP,0.662,0.209,,6508,Ghost Lantern,41.08,84.6,AP,0.54,0.114,,6107,Magic Gem of Berserker,26.28,132.2,AP,0.166,,,7107,Berserker Monument,21.7,160.1,AP,0.302,,,6007,Gem of Berserker,29.58,117.4,AP,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",,271,"32,963",,,45.1,15,5.7,198.1,,,,,,,,,,6550,Scale of Fantasy,35.073,99,AP,0.464,0.093,,6524,Great Knight Medal,35.073,99,AP,0.544,0.172,,6551,Ceremonial Sword of Twilight,52.61,66,AP,0.439,0.093,,6534,Mystic Gunpowder,52.61,66,AP,0.415,0.08,,6516,Evil Bone,52.61,66,AP,0.283,0.186,,,,,,,,,,,,,,,,,,,-1,Blue Gems,35.073,,-2,Red Gems,35.073,,-3,Gold Gems,17.537,,-6,XP,526.1
The Sun Dances,34.22,40,"1,098",Lotto,4,,4.145,1.324,,6531,Mysterious Divine Wine,26.66,128.4,AP,1.105,0.233,,6554,Obsidian Blade,76.45,44.8,AP,0.646,0.397,,6206,Secret Gem of Assassin,26.14,130.9,AP,0.558,,,7106,Assassin Monument,26.43,129.5,AP,0.375,,,6006,Gem of Assassin,16.87,202.8,AP,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",,330,"36,778",,,49.6,16.5,5.2,177.6,,,,,,,,,,6550,Scale of Fantasy,38.547,88.8,AP,0.518,0.104,,6524,Great Knight Medal,38.547,88.8,AP,0.607,0.191,,6551,Ceremonial Sword of Twilight,57.82,59.2,AP,0.49,0.103,,6534,Mystic Gunpowder,57.82,59.2,AP,0.463,0.089,,6516,Evil Bone,57.82,59.2,AP,0.316,0.207,,,,,,,,,,,,,,,,,,,-1,Blue Gems,38.547,,-2,Red Gems,38.547,,-3,Gold Gems,19.273,,-6,XP,578.2
A Single Shooting Star,33.7,40,"1,318",Lotto,4,,4.961,2.125,,6525,Scarab of Wisdom,31.3,107.7,AP,1.432,0.843,,6557,Flower of the End,63.63,53,AP,0.88,0.513,,6202,Secret Gem of Archer,31.32,107.6,AP,0.668,,,7102,Archer Monument,31.17,108.1,AP,0.453,,,6102,Magic Gem of Archer,16.91,199.3,AP,0.1,,,6002,Gem of Archer,16.54,203.7,AP,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",,402,"40,688",,,54,18,4.8,160.5,,,,,,,,,,6550,Scale of Fantasy,41.997,80.2,AP,0.573,0.115,,6524,Great Knight Medal,41.997,80.2,AP,0.672,0.212,,6551,Ceremonial Sword of Twilight,62.995,53.5,AP,0.542,0.114,,6534,Mystic Gunpowder,62.995,53.5,AP,0.512,0.098,,6516,Evil Bone,62.995,53.5,AP,0.35,0.229,,,,,,,,,,,,,,,,,,,-1,Blue Gems,41.997,,-2,Red Gems,41.997,,-3,Gold Gems,20.998,,-6,XP,630
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6550,Scale of Fantasy,,,,,,,6524,Great Knight Medal,,,,,,,6551,Ceremonial Sword of Twilight,,,,,,,6534,Mystic Gunpowder,,,,,,,6516,Evil Bone,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6550,Scale of Fantasy,,,,,,,6524,Great Knight Medal,,,,,,,6551,Ceremonial Sword of Twilight,,,,,,,6534,Mystic Gunpowder,,,,,,,6516,Evil Bone,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
