Indra's Great Trials,,Indra's Great Trial - Circling the Broken Sky,,Lotto Drop Bonus:,,8,,,,,Apple AP Buyback?:,X,,,,,,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Bond,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),QP,Base,Drop,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
The Dark Night is a Labyrinth,27.39,30,215,Lotto,8,,1.517,0.427,,6503,Proof of Hero,24.31,112.7,AP,0.166,0.035,,6001,Gem of Saber,18.06,151.7,AP,0.049,,,7001,Saber Piece,9.72,281.8,AP,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,400",,88,"20,749",,,17.4,4.4,11.5,314.7,,,,,,,,,,6550,Scale of Fantasy,17.407,157.4,AP,0.292,0.059,,6524,Great Knight Medal,17.407,157.4,AP,0.343,0.108,,6551,Ceremonial Sword of Twilight,26.11,104.9,AP,0.276,0.058,,6534,Mystic Gunpowder,26.11,104.9,AP,0.261,0.05,,6516,Evil Bone,26.11,104.9,AP,0.178,0.117,,,,,,,,,,,,,,,,,,,-1,Blue Gems,17.407,,-2,Red Gems,17.407,,-3,Gold Gems,8.703,,-6,XP,261.1
Girl Swimming in the Sea of ??Clouds,31,35,415,Lotto,8,,2.181,0.605,,6527,Deadly Poison Needle,35.74,86.7,AP,0.35,0.074,,6004,Gem of Rider,33.33,93,AP,0.09,,,7004,Rider Piece,17.27,179.5,AP,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",,142,"28,114",,,24.4,7,7.5,232.3,,,,,,,,,,6550,Scale of Fantasy,26.693,116.1,AP,0.396,0.079,,6524,Great Knight Medal,26.693,116.1,AP,0.464,0.146,,6551,Ceremonial Sword of Twilight,40.04,77.4,AP,0.375,0.079,,6534,Mystic Gunpowder,40.04,77.4,AP,0.354,0.068,,6516,Evil Bone,40.04,77.4,AP,0.242,0.158,,,,,,,,,,,,,,,,,,,-1,Blue Gems,26.693,,-2,Red Gems,26.693,,-3,Gold Gems,13.347,,-6,XP,400.4
Engrossed in the Mist,34.45,40,615,Lotto,8,,2.829,0.771,,6510,Eternal Gear,45.61,75.5,AP,0.545,0.109,,6105,Magic Gem of Caster,18.51,186.1,AP,0.095,,,7105,Caster Monument,9.92,347.3,AP,0.141,,,6005,Gem of Caster,17.75,194.1,AP,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",,186,"35,073",,,31.7,9.9,5.4,186.2,,,,,,,,,,6550,Scale of Fantasy,37.007,93.1,AP,0.494,0.099,,6524,Great Knight Medal,37.007,93.1,AP,0.579,0.183,,6551,Ceremonial Sword of Twilight,55.51,62.1,AP,0.467,0.098,,6534,Mystic Gunpowder,55.51,62.1,AP,0.442,0.085,,6516,Evil Bone,55.51,62.1,AP,0.301,0.198,,,,,,,,,,,,,,,,,,,-1,Blue Gems,37.007,,-2,Red Gems,37.007,,-3,Gold Gems,18.503,,-6,XP,555.1
Sniper of Dusk,33.88,40,715,Lotto,8,,3.257,0.889,,6547,Ball of Rainbow Thread,51.89,65.3,AP,0.7,0.147,,6102,Magic Gem of Archer,23.26,145.7,AP,0.137,,,7102,Archer Monument,17.69,191.5,AP,0.256,,,6002,Gem of Archer,23.46,144.4,AP,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,400",,218,"39,287",,,34.1,11,4.9,166.2,,,,,,,,,,6550,Scale of Fantasy,40.767,83.1,AP,0.554,0.111,,6524,Great Knight Medal,40.767,83.1,AP,0.649,0.204,,6551,Ceremonial Sword of Twilight,61.15,55.4,AP,0.523,0.11,,6534,Mystic Gunpowder,61.15,55.4,AP,0.495,0.095,,6516,Evil Bone,61.15,55.4,AP,0.338,0.221,,,,,,,,,,,,,,,,,,,-1,Blue Gems,40.767,,-2,Red Gems,40.767,,-3,Gold Gems,20.383,,-6,XP,611.5
Guardians of Clear Skies,33.42,40,815,Lotto,8,,3.947,1.241,,6521,Black Beast Grease,23.97,139.4,AP,0.664,0.133,,6541,Arrowhead of Malice,36.09,92.6,AP,0.494,0.299,,6103,Magic Gem of Lancer,30.24,110.5,AP,0.182,,,7103,Lancer Monument,16.55,201.9,AP,0.237,,,6003,Gem of Lancer,17.12,195.2,AP,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",,251,"42,846",,,35.9,12,4.6,152.4,,,,,,,,,,6550,Scale of Fantasy,43.857,76.2,AP,0.604,0.121,,6524,Great Knight Medal,43.857,76.2,AP,0.707,0.223,,6551,Ceremonial Sword of Twilight,65.785,50.8,AP,0.571,0.12,,6534,Mystic Gunpowder,65.785,50.8,AP,0.539,0.104,,6516,Evil Bone,65.785,50.8,AP,0.368,0.241,,,,,,,,,,,,,,,,,,,-1,Blue Gems,43.857,,-2,Red Gems,43.857,,-3,Gold Gems,21.928,,-6,XP,657.9
The Call of the Storm,31.73,40,915,Lotto,8,,5.008,1.424,,6519,Warhorse's Young Horn,26.39,120.2,AP,0.724,0.228,,6508,Ghost Lantern,41.08,77.2,AP,0.592,0.125,,6107,Magic Gem of Berserker,26.28,120.7,AP,0.182,,,7107,Berserker Monument,21.7,146.2,AP,0.33,,,6007,Gem of Berserker,29.58,107.3,AP,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",,296,"56,711",,,45.1,15,3.6,115.1,,,,,,,,,,6550,Scale of Fantasy,55.113,57.6,AP,0.799,0.16,,6524,Great Knight Medal,55.113,57.6,AP,0.936,0.295,,6551,Ceremonial Sword of Twilight,82.67,38.4,AP,0.756,0.159,,6534,Mystic Gunpowder,82.67,38.4,AP,0.714,0.137,,6516,Evil Bone,82.67,38.4,AP,0.487,0.319,,,,,,,,,,,,,,,,,,,-1,Blue Gems,55.113,,-2,Red Gems,55.113,,-3,Gold Gems,27.557,,-6,XP,826.7
The Sun Dances,30.91,40,"1,098",Lotto,8,,6.103,1.905,,6531,Mysterious Divine Wine,26.66,115.9,AP,1.223,0.258,,6554,Obsidian Blade,76.45,40.4,AP,0.715,0.439,,6206,Secret Gem of Assassin,26.14,118.2,AP,0.618,,,7106,Assassin Monument,26.43,117,AP,0.416,,,6006,Gem of Assassin,16.87,183.2,AP,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",,365,"63,983",,,49.6,16.5,3.3,102.1,,,,,,,,,,6550,Scale of Fantasy,60.573,51,AP,0.901,0.18,,6524,Great Knight Medal,60.573,51,AP,1.056,0.333,,6551,Ceremonial Sword of Twilight,90.86,34,AP,0.852,0.18,,6534,Mystic Gunpowder,90.86,34,AP,0.805,0.155,,6516,Evil Bone,90.86,34,AP,0.55,0.36,,,,,,,,,,,,,,,,,,,-1,Blue Gems,60.573,,-2,Red Gems,60.573,,-3,Gold Gems,30.287,,-6,XP,908.6
A Single Shooting Star,30.1,40,"1,318",Lotto,8,,7.249,2.871,,6525,Scarab of Wisdom,31.3,96.2,AP,1.603,0.944,,6557,Flower of the End,63.63,47.3,AP,0.985,0.575,,6202,Secret Gem of Archer,31.32,96.1,AP,0.748,,,7102,Archer Monument,31.17,96.6,AP,0.507,,,6102,Magic Gem of Archer,16.91,178,AP,0.112,,,6002,Gem of Archer,16.54,182,AP,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",,450,"71,588",,,54,18,3,91.2,,,,,,,,,,6550,Scale of Fantasy,65.997,45.6,AP,1.009,0.202,,6524,Great Knight Medal,65.997,45.6,AP,1.182,0.373,,6551,Ceremonial Sword of Twilight,98.995,30.4,AP,0.954,0.201,,6534,Mystic Gunpowder,98.995,30.4,AP,0.901,0.173,,6516,Evil Bone,98.995,30.4,AP,0.615,0.403,,,,,,,,,,,,,,,,,,,-1,Blue Gems,65.997,,-2,Red Gems,65.997,,-3,Gold Gems,32.998,,-6,XP,990
,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6550,Scale of Fantasy,,,,,,,6524,Great Knight Medal,,,,,,,6551,Ceremonial Sword of Twilight,,,,,,,6534,Mystic Gunpowder,,,,,,,6516,Evil Bone,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6550,Scale of Fantasy,,,,,,,6524,Great Knight Medal,,,,,,,6551,Ceremonial Sword of Twilight,,,,,,,6534,Mystic Gunpowder,,,,,,,6516,Evil Bone,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
