Christmas 2025 w/ Horn,,Merry Christmas in the Snowy Fields 2025,,Lotto Drop Bonus:,,6,,Apple AP Buyback?:,X,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,BP,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Novice,26.96,30,215,Lotto,6,,2.249,1.466,,6555,Vestige of Madness,20.32,132.7,AP,0.225,0.167,,6527,Deadly Poison Needle,11.23,240.1,AP,0.127,0.077,,6107,Magic Gem of Berserker,5.35,503.9,AP,0.044,,,7007,Berserker Piece,12.83,210.1,AP,0.092,,,6007,Gem of Berserker,13.37,201.6,AP,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,400",89,"16,842",,,24.3,6.1,9.9,266,,6519,Warhorse's Young Horn,20.27,133,AP,0.647,0.392,,6526,Shell of Reminiscense,20.27,133,AP,0.234,0.163,,6514,Homunculus Baby,20.27,133,AP,0.341,0.25,,6534,Mystic Gunpowder,30.405,88.7,AP,0.309,0.19,,6533,Stake of Wailing Night,30.405,88.7,AP,0.309,0.193,,6549,Small Bell of Absolution,5.372,501.9,AP,0.058,0.034,,6005,Gem of Caster,3.243,831.3,AP,0.01,,,,,,,,,,,,6005,Gem of Caster,3.243,,,,,,-1,Blue Gems,20.27,,-6,XP,304.1
Intermediate,31.02,35,415,Lotto,6,,2.687,1.719,,6545,Divine Leyline Spiritron,17.56,176.7,AP,0.261,0.16,,6508,Ghost Lantern,18.05,171.9,AP,0.266,0.169,,6006,Gem of Assassin,26.59,116.7,AP,0.063,,,7006,Assassin Piece,14.63,212,AP,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",142,"19,165",,,30.5,8.2,7.5,233.8,,6519,Warhorse's Young Horn,26.54,116.9,AP,0.737,0.446,,6526,Shell of Reminiscense,26.54,116.9,AP,0.266,0.186,,6514,Homunculus Baby,26.54,116.9,AP,0.388,0.284,,6534,Mystic Gunpowder,39.81,77.9,AP,0.352,0.217,,6533,Stake of Wailing Night,39.81,77.9,AP,0.352,0.22,,6549,Small Bell of Absolution,7.033,441.1,AP,0.066,0.038,,6005,Gem of Caster,4.246,730.5,AP,0.011,,,,,,,,,,,,6005,Gem of Caster,4.246,,,,,,-1,Blue Gems,26.54,,-6,XP,398.1
Advanced,35.26,40,615,Lotto,6,,2.691,1.778,,6535,Eternal Ice,48.16,73.2,AP,0.43,0.323,,6101,Magic Gem of Saber,18.21,193.6,AP,0.114,,,7101,Saber Monument,11.03,319.7,AP,0.155,,,6001,Gem of Saber,22.94,153.7,AP,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",182,"20,062",,,35.6,9.9,6.3,223.3,,6519,Warhorse's Young Horn,31.58,111.7,AP,0.771,0.466,,6526,Shell of Reminiscense,31.58,111.7,AP,0.279,0.194,,6514,Homunculus Baby,31.58,111.7,AP,0.407,0.298,,6534,Mystic Gunpowder,47.37,74.4,AP,0.368,0.227,,6533,Stake of Wailing Night,47.37,74.4,AP,0.368,0.23,,6549,Small Bell of Absolution,8.369,421.3,AP,0.069,0.04,,6005,Gem of Caster,5.053,697.8,AP,0.012,,,,,,,,,,,,6005,Gem of Caster,5.053,,,,,,-1,Blue Gems,31.58,,-6,XP,473.7
Expert,34.64,40,815,Lotto,6,,3.542,2.252,,6553,Sun Leather,22.08,156.9,AP,0.286,0.208,,6511,Forbidden Page,21.62,160.2,AP,0.381,0.19,,6516,Evil Bone,50.64,68.4,AP,0.272,0.178,,6205,Secret Gem of Caster,14.68,236,AP,0.21,,,7105,Caster Monument,4.74,730.8,AP,0.067,,,6107,Magic Gem of Berserker,16.88,205.2,AP,0.107,,,7107,Berserker Monument,3.12,"1,110.30",AP,0.043,,,6007,Gem of Berserker,17.11,202.5,AP,0.034,,,7106,Assassin Monument,6.13,565.1,AP,0.085,,,7104,Rider Monument,3.93,881.4,AP,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",242,"23,105",,,35.7,11.9,5.6,193.9,,6519,Warhorse's Young Horn,35.73,96.9,AP,0.888,0.537,,6526,Shell of Reminiscense,35.73,96.9,AP,0.321,0.224,,6514,Homunculus Baby,35.73,96.9,AP,0.468,0.343,,6534,Mystic Gunpowder,53.595,64.6,AP,0.424,0.261,,6533,Stake of Wailing Night,53.595,64.6,AP,0.424,0.265,,6549,Small Bell of Absolution,9.468,365.8,AP,0.079,0.046,,6005,Gem of Caster,5.717,605.9,AP,0.013,,,,,,,,,,,,6005,Gem of Caster,5.717,,,,,,-1,Blue Gems,35.73,,-6,XP,536
Powder: Day 1,33.2,40,915,Lotto,6,,4.992,3.101,,6529,Cursed Beast Gallstone,21.61,153.6,AP,1.023,0.529,,6535,Eternal Ice,22.75,145.9,AP,0.216,0.162,,6551,Twilit Ritual Sword,34.99,94.9,AP,0.306,0.192,,6205,Secret Gem of Caster,21.99,151,AP,0.328,,,7105,Caster Monument,21.22,156.5,AP,0.311,,,6105,Magic Gem of Caster,17.21,192.9,AP,0.092,,,6005,Gem of Caster,16.63,199.6,AP,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",283,"30,584",,,45.3,15.1,4.4,146.5,,6519,Warhorse's Young Horn,45.33,73.2,AP,1.176,0.711,,6526,Shell of Reminiscense,45.33,73.2,AP,0.425,0.296,,6514,Homunculus Baby,45.33,73.2,AP,0.62,0.454,,6534,Mystic Gunpowder,67.995,48.8,AP,0.561,0.346,,6533,Stake of Wailing Night,67.995,48.8,AP,0.561,0.35,,6549,Small Bell of Absolution,12.012,276.4,AP,0.105,0.061,,6005,Gem of Caster,7.253,457.8,AP,0.018,,,,,,,,,,,,6005,Gem of Caster,7.253,,,,,,-1,Blue Gems,45.33,,-6,XP,680
Flake: Day 1,32.59,40,"1,098",Lotto,6,,5.196,3.286,,6519,Warhorse's Young Horn,31.54,103.3,AP,0.833,0.504,,6526,Shell of Reminiscense,29.12,111.9,AP,0.278,0.194,,6503,Proof of Hero,45.27,72,AP,0.26,0.126,,6101,Magic Gem of Saber,31.13,104.7,AP,0.211,,,7101,Saber Monument,26.02,125.2,AP,0.395,,,6001,Gem of Saber,27.99,116.4,AP,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",346,"33,940",,,49.4,16.5,4.1,132,,6519,Warhorse's Young Horn,49.38,66,AP,1.305,0.789,,6526,Shell of Reminiscense,49.38,66,AP,0.471,0.329,,6514,Homunculus Baby,49.38,66,AP,0.688,0.503,,6534,Mystic Gunpowder,74.07,44,AP,0.623,0.383,,6533,Stake of Wailing Night,74.07,44,AP,0.623,0.389,,6549,Small Bell of Absolution,13.086,249.1,AP,0.116,0.068,,6005,Gem of Caster,7.901,412.5,AP,0.02,,,,,,,,,,,,6005,Gem of Caster,7.901,,,,,,-1,Blue Gems,49.38,,-6,XP,740.7
Powder: Day 2,33.18,40,915,Lotto,6,,4.764,3.082,,6528,Primordial Lanugo,26.72,124.2,AP,0.838,0.526,,6538,Soundless Bell,24.38,136.1,AP,0.231,0.152,,6535,Eternal Ice,25,132.7,AP,0.237,0.178,,6204,Secret Gem of Rider,20.31,163.4,AP,0.449,,,7104,Rider Monument,17.97,184.6,AP,0.267,,,6104,Magic Gem of Rider,15.31,216.7,AP,0.1,,,6004,Gem of Rider,16.72,198.4,AP,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",283,"30,684",,,45.5,15.2,4.4,146,,6519,Warhorse's Young Horn,45.45,73,AP,1.179,0.713,,6526,Shell of Reminiscense,45.45,73,AP,0.426,0.297,,6514,Homunculus Baby,45.45,73,AP,0.622,0.455,,6534,Mystic Gunpowder,68.175,48.7,AP,0.563,0.347,,6533,Stake of Wailing Night,68.175,48.7,AP,0.563,0.352,,6549,Small Bell of Absolution,12.044,275.5,AP,0.105,0.061,,6005,Gem of Caster,7.272,456.3,AP,0.018,,,,,,,,,,,,6005,Gem of Caster,7.272,,,,,,-1,Blue Gems,45.45,,-6,XP,681.8
Flake: Day 2,32.58,40,"1,098",Lotto,6,,5.209,3.289,,6550,Scale of Fantasy,49.82,65.4,AP,0.708,0.437,,6508,Ghost Lantern,28.76,113.3,AP,0.403,0.257,,6503,Proof of Hero,46.46,70.1,AP,0.267,0.13,,6103,Magic Gem of Lancer,16.48,197.7,AP,0.102,,,7103,Lancer Monument,26.55,122.7,AP,0.39,,,6003,Gem of Lancer,28.77,113.2,AP,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",346,"33,992",,,49.4,16.5,4,131.8,,6519,Warhorse's Young Horn,49.44,65.9,AP,1.307,0.79,,6526,Shell of Reminiscense,49.44,65.9,AP,0.472,0.329,,6514,Homunculus Baby,49.44,65.9,AP,0.689,0.504,,6534,Mystic Gunpowder,74.16,43.9,AP,0.624,0.384,,6533,Stake of Wailing Night,74.16,43.9,AP,0.624,0.39,,6549,Small Bell of Absolution,13.102,248.7,AP,0.116,0.068,,6005,Gem of Caster,7.91,411.9,AP,0.02,,,,,,,,,,,,6005,Gem of Caster,7.91,,,,,,-1,Blue Gems,49.44,,-6,XP,741.6
Powder: Day 3,33.3,40,915,Lotto,6,,5.037,3.196,,6548,Flaming Oni Lantern Plant,20.75,160.5,AP,0.977,0.599,,6547,Ball of Rainbow Thread,26.12,127.5,AP,0.358,0.219,,6551,Twilit Ritual Sword,36.14,92.1,AP,0.315,0.198,,6201,Secret Gem of Saber,23.26,143.2,AP,0.483,,,7101,Saber Monument,18.78,177.3,AP,0.279,,,6101,Magic Gem of Saber,16.82,198,AP,0.112,,,6001,Gem of Saber,17.89,186.1,AP,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",282,"30,048",,,44.7,14.9,4.5,149.1,,6519,Warhorse's Young Horn,44.67,74.5,AP,1.155,0.699,,6526,Shell of Reminiscense,44.67,74.5,AP,0.417,0.291,,6514,Homunculus Baby,44.67,74.5,AP,0.609,0.446,,6534,Mystic Gunpowder,67.005,49.7,AP,0.551,0.339,,6533,Stake of Wailing Night,67.005,49.7,AP,0.551,0.344,,6549,Small Bell of Absolution,11.838,281.3,AP,0.103,0.06,,6005,Gem of Caster,7.147,465.9,AP,0.017,,,,,,,,,,,,6005,Gem of Caster,7.147,,,,,,-1,Blue Gems,44.67,,-6,XP,670.1
Flake: Day 3,32.57,40,"1,098",Lotto,6,,4.922,3.169,,6546,Fruit of Eternity,30.78,105.8,AP,0.349,0.25,,6545,Divine Leyline Spiritron,29.21,111.5,AP,0.413,0.253,,6527,Deadly Poison Needle,34.55,94.3,AP,0.322,0.197,,6103,Magic Gem of Lancer,32.47,100.3,AP,0.2,,,7103,Lancer Monument,25.83,126.1,AP,0.379,,,6003,Gem of Lancer,26.81,121.5,AP,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",346,"34,044",,,49.5,16.5,4,131.6,,6519,Warhorse's Young Horn,49.5,65.8,AP,1.309,0.791,,6526,Shell of Reminiscense,49.5,65.8,AP,0.473,0.33,,6514,Homunculus Baby,49.5,65.8,AP,0.69,0.505,,6534,Mystic Gunpowder,74.25,43.9,AP,0.625,0.385,,6533,Stake of Wailing Night,74.25,43.9,AP,0.625,0.39,,6549,Small Bell of Absolution,13.118,248.3,AP,0.116,0.068,,6005,Gem of Caster,7.92,411.2,AP,0.02,,,,,,,,,,,,6005,Gem of Caster,7.92,,,,,,-1,Blue Gems,49.5,,-6,XP,742.5
