Battle in NY 2024,,Battle in New York 2022,Lotto Drop Bonus:,,6,,Apple AP Buyback?:,X,,,Event Run Caps:,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Type,Lotto,White ,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Prelims: Isle,35.27,40,Lotto 1,6,,2.364,1.450,,6536,Aurora Steel,27.98,126.1,AP,0.357,0.219,,6512,Dragon Fang,45.27,77.9,AP,0.322,0.208,,6104,Magic Gem of Rider,17.3,203.9,AP,0.106,,,7004,Rider Piece,27.8,126.9,AP,0.145,,,6004,Gem of Rider,22.6,156.1,AP,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,400",210,"20,120",,,34.7,10.0,6.3,223.7,,,,,,,,,,6541,Arrowhead of Malice,31.540,111.8,AP,0.408,0.247,,6508,Ghost Lantern,31.540,111.8,AP,0.410,0.262,,6534,Mystic Gunpowder,47.310,74.6,AP,0.368,0.227,,6503,Proof of Hero,47.310,74.6,AP,0.251,0.123,,6516,Evil Bone,47.310,74.6,AP,0.249,0.165,,,,,,,,,,,,,,,,,,,-1,Blue Gems,31.540,,-2,Red Gems,31.540,,-3,Gold Gems,15.770,,-6,XP,473.1
Prelims: Cont.,34.91,40,Lotto 1,6,,2.510,1.457,,6532,Refined Magatama,32.61,107.1,AP,0.412,0.215,,6503,Proof of Hero,50,69.8,AP,0.268,0.131,,6101,Magic Gem of Saber,12.6,277.1,AP,0.079,,,7101,Saber Monument,17.7,197.2,AP,0.251,,,6001,Gem of Saber,29.1,120.0,AP,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,900",226,"21,858",,,35.6,11.0,5.9,205.9,,,,,,,,,,6541,Arrowhead of Malice,33.913,102.9,AP,0.443,0.268,,6508,Ghost Lantern,33.913,102.9,AP,0.445,0.285,,6534,Mystic Gunpowder,50.870,68.6,AP,0.399,0.246,,6503,Proof of Hero,50.870,68.6,AP,0.272,0.133,,6516,Evil Bone,50.870,68.6,AP,0.271,0.179,,,,,,,,,,,,,,,,,,,-1,Blue Gems,33.913,,-2,Red Gems,33.913,,-3,Gold Gems,16.957,,-6,XP,508.7
Prelims: Planet,34.67,40,Lotto 1,6,,2.976,1.781,,6539,Reactor Core of Dawn,22.41,154.7,AP,0.597,0.302,,6535,Eternal Ice,37.99,91.3,AP,0.448,0.307,,6107,Magic Gem of Berserker,27.4,126.5,AP,0.174,,,7107,Berserker Monument,6.01,576.9,AP,0.083,,,6007,Gem of Berserker,36.5,95.0,AP,0.074,,,7101,Saber Monument,8.41,412.2,AP,0.120,,,7103,Lancer Monument,7.69,450.8,AP,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",242,"23,054",,,35.5,11.8,5.6,195.2,,,,,,,,,,6541,Arrowhead of Malice,35.523,97.6,AP,0.467,0.283,,6508,Ghost Lantern,35.523,97.6,AP,0.469,0.300,,6534,Mystic Gunpowder,53.285,65.1,AP,0.421,0.260,,6503,Proof of Hero,53.285,65.1,AP,0.287,0.141,,6516,Evil Bone,53.285,65.1,AP,0.286,0.189,,,,,,,,,,,,,,,,,,,-1,Blue Gems,35.523,,-2,Red Gems,35.523,,-3,Gold Gems,17.762,,-6,XP,532.9
Prelims: Galaxy,33.25,40,Lotto 1,6,,3.890,2.320,,6528,Primordial Lanugo,26.27,126.6,AP,0.812,0.484,,6502,Seed of Yggdrasil,49.96,66.6,AP,0.527,0.288,,6105,Magic Gem of Caster,26.2,126.9,AP,0.139,,,7105,Caster Monument,23.2,143.3,AP,0.340,,,6005,Gem of Caster,35.1,94.7,AP,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",283,"30,451",,,45.0,15.0,4.4,147.8,,,,,,,,,,6541,Arrowhead of Malice,45.000,73.9,AP,0.617,0.373,,6508,Ghost Lantern,45.000,73.9,AP,0.620,0.397,,6534,Mystic Gunpowder,67.500,49.3,AP,0.556,0.343,,6503,Proof of Hero,67.500,49.3,AP,0.380,0.186,,6516,Evil Bone,67.500,49.3,AP,0.378,0.249,,,,,,,,,,,,,,,,,,,-1,Blue Gems,45.000,,-2,Red Gems,45.000,,-3,Gold Gems,22.500,,-6,XP,675.0
Prelims: Space,33.24,40,Lotto 1,6,,4.442,2.657,,6518,Spirit Root,26.21,126.8,AP,1.211,0.593,,6513,Meteor Horseshoes,51.71,64.3,AP,0.677,0.514,,6201,Secret Gem of Saber,26.43,125.8,AP,0.550,,,7101,Saber Monument,8.79,378.2,AP,0.131,,,7104,Rider Monument,18.6,178.7,AP,0.272,,,6004,Gem of Rider,31.7,104.9,AP,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",283,"30,501",,,45.1,15.0,4.4,147.5,,,,,,,,,,6541,Arrowhead of Malice,45.060,73.8,AP,0.618,0.374,,6508,Ghost Lantern,45.060,73.8,AP,0.621,0.397,,6534,Mystic Gunpowder,67.590,49.2,AP,0.557,0.343,,6503,Proof of Hero,67.590,49.2,AP,0.380,0.186,,6516,Evil Bone,67.590,49.2,AP,0.378,0.249,,,,,,,,,,,,,,,,,,,-1,Blue Gems,45.060,,-2,Red Gems,45.060,,-3,Gold Gems,22.530,,-6,XP,675.9
Main: Isle,35.01,40,Lotto 2,6,,2.528,1.448,,6515,Octuplet Crystal,27.27,128.4,AP,0.361,0.177,,6505,Void's Dust,45.45,77.0,AP,0.375,0.184,,6206,Secret Gem of Assassin,9.09,385.1,AP,0.191,,,7006,Assassin Piece,15.5,225.9,AP,0.070,,,7005,Caster Piece,8.62,406.1,AP,0.038,,,6006,Gem of Assassin,24.1,145.3,AP,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,400",211,"21,399",,,37.4,10.4,6.0,210.3,,,,,,,,,,6541,Arrowhead of Malice,33.297,105.1,AP,0.434,0.262,,6508,Ghost Lantern,33.297,105.1,AP,0.436,0.279,,6534,Mystic Gunpowder,49.945,70.1,AP,0.391,0.241,,6503,Proof of Hero,49.945,70.1,AP,0.267,0.131,,6516,Evil Bone,49.945,70.1,AP,0.265,0.175,,,,,,,,,,,,,,,,,,,-1,Blue Gems,33.297,,-2,Red Gems,33.297,,-3,Gold Gems,16.648,,-6,XP,499.5
Main: Cont.,35.17,40,Lotto 2,6,,2.570,1.508,,6501,Phoenix Feather,56.67,62.1,AP,0.846,0.462,,6203,Secret Gem of Lancer,13.33,263.8,AP,0.279,,,7103,Lancer Monument,26.5,132.7,AP,0.360,,,6103,Magic Gem of Lancer,20.3,173.3,AP,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,900",225,"20,581",,,35.7,10.1,6.2,218.7,,,,,,,,,,6541,Arrowhead of Malice,32.170,109.3,AP,0.417,0.252,,6508,Ghost Lantern,32.170,109.3,AP,0.419,0.268,,6534,Mystic Gunpowder,48.255,72.9,AP,0.376,0.232,,6503,Proof of Hero,48.255,72.9,AP,0.257,0.126,,6516,Evil Bone,48.255,72.9,AP,0.255,0.168,,,,,,,,,,,,,,,,,,,-1,Blue Gems,32.170,,-2,Red Gems,32.170,,-3,Gold Gems,16.085,,-6,XP,482.6
Main: Planet,34.41,40,Lotto 2,6,,3.293,1.912,,6546,Fruit of Eternity,24.3,141.6,AP,0.651,0.329,,6524,Great Knight Medal,38.18,90.1,AP,0.600,0.344,,6201,Secret Gem of Saber,8.5,404.8,AP,0.171,,,7101,Saber Monument,23.4,147.1,AP,0.337,,,6101,Magic Gem of Saber,27.2,126.5,AP,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",244,"24,381",,,40.2,12.0,5.4,184.6,,,,,,,,,,6541,Arrowhead of Malice,37.287,92.3,AP,0.494,0.299,,6508,Ghost Lantern,37.287,92.3,AP,0.496,0.317,,6534,Mystic Gunpowder,55.930,61.5,AP,0.445,0.274,,6503,Proof of Hero,55.930,61.5,AP,0.304,0.149,,6516,Evil Bone,55.930,61.5,AP,0.302,0.199,,,,,,,,,,,,,,,,,,,-1,Blue Gems,37.287,,-2,Red Gems,37.287,,-3,Gold Gems,18.643,,-6,XP,559.3
Main: Galaxy,33.14,40,Lotto 2,6,,4.131,2.488,,6548,Flaming Oni Lantern Plant,20.94,158.3,AP,0.995,0.608,,6537,Giant's Ring,39.81,83.2,AP,0.536,0.302,,6207,Secret Gem of Berserker,16.22,204.3,AP,0.366,,,7107,Berserker Monument,7.35,450.9,AP,0.106,,,7101,Saber Monument,7.18,461.6,AP,0.107,,,7102,Archer Monument,7,473.4,AP,0.102,,,6107,Magic Gem of Berserker,27.1,122.3,AP,0.180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",284,"31,050",,,47.7,14.9,4.4,144.9,,,,,,,,,,6541,Arrowhead of Malice,45.733,72.5,AP,0.629,0.381,,6508,Ghost Lantern,45.733,72.5,AP,0.632,0.404,,6534,Mystic Gunpowder,68.600,48.3,AP,0.567,0.350,,6503,Proof of Hero,68.600,48.3,AP,0.387,0.189,,6516,Evil Bone,68.600,48.3,AP,0.385,0.254,,,,,,,,,,,,,,,,,,,-1,Blue Gems,45.733,,-2,Red Gems,45.733,,-3,Gold Gems,22.867,,-6,XP,686.0
Main: Space,33.11,40,Lotto 2,6,,4.519,2.804,,6525,Scarab of Wisdom,26.02,127.2,AP,1.200,0.702,,6514,Homunculus Baby,51.34,64.5,AP,0.704,0.515,,6205,Secret Gem of Caster,21.33,155.2,AP,0.318,,,7105,Caster Monument,27.1,122.2,AP,0.399,,,6105,Magic Gem of Caster,21.1,156.9,AP,0.112,,,6005,Gem of Caster,26.9,123.1,AP,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",284,"31,219",,,47.9,15.0,4.4,144.1,,,,,,,,,,6541,Arrowhead of Malice,45.940,72.1,AP,0.633,0.383,,6508,Ghost Lantern,45.940,72.1,AP,0.635,0.407,,6534,Mystic Gunpowder,68.910,48.0,AP,0.570,0.351,,6503,Proof of Hero,68.910,48.0,AP,0.389,0.191,,6516,Evil Bone,68.910,48.0,AP,0.387,0.255,,,,,,,,,,,,,,,,,,,-1,Blue Gems,45.940,,-2,Red Gems,45.940,,-3,Gold Gems,22.970,,-6,XP,689.1
