Battle in NY 2024,,Battle in New York 2022,Lotto Drop Bonus:,,8,,Apple AP Buyback?:,X,,,Event Run Caps:,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Type,Lotto,White ,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Prelims: Isle,34.27,40,Lotto 1,8,,2.799,1.714,,6536,Aurora Steel,27.98,122.5,AP,0.367,0.225,,6512,Dragon Fang,45.27,75.7,AP,0.332,0.215,,6104,Magic Gem of Rider,17.3,198.1,AP,0.109,,,7004,Rider Piece,27.8,123.3,AP,0.149,,,6004,Gem of Rider,22.6,151.6,AP,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,400",216,"25,076",,,34.7,10.0,5.2,179.5,,,,,,,,,,6541,Arrowhead of Malice,38.193,89.7,AP,0.508,0.308,,6508,Ghost Lantern,38.193,89.7,AP,0.510,0.327,,6534,Mystic Gunpowder,57.290,59.8,AP,0.458,0.282,,6503,Proof of Hero,57.290,59.8,AP,0.313,0.153,,6516,Evil Bone,57.290,59.8,AP,0.311,0.205,,,,,,,,,,,,,,,,,,,-1,Blue Gems,38.193,,-2,Red Gems,38.193,,-3,Gold Gems,19.097,,-6,XP,572.9
Prelims: Cont.,33.81,40,Lotto 1,8,,3.002,1.753,,6532,Refined Magatama,32.61,103.7,AP,0.425,0.222,,6503,Proof of Hero,50,67.6,AP,0.277,0.135,,6101,Magic Gem of Saber,12.6,268.3,AP,0.082,,,7101,Saber Monument,17.7,191.0,AP,0.260,,,6001,Gem of Saber,29.1,116.2,AP,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,900",234,"27,462",,,35.6,11.0,4.8,163.9,,,,,,,,,,6541,Arrowhead of Malice,41.267,81.9,AP,0.557,0.337,,6508,Ghost Lantern,41.267,81.9,AP,0.559,0.358,,6534,Mystic Gunpowder,61.900,54.6,AP,0.502,0.309,,6503,Proof of Hero,61.900,54.6,AP,0.342,0.168,,6516,Evil Bone,61.900,54.6,AP,0.341,0.225,,,,,,,,,,,,,,,,,,,-1,Blue Gems,41.267,,-2,Red Gems,41.267,,-3,Gold Gems,20.633,,-6,XP,619.0
Prelims: Planet,33.49,40,Lotto 1,8,,3.525,2.113,,6539,Reactor Core of Dawn,22.41,149.4,AP,0.618,0.312,,6535,Eternal Ice,37.99,88.2,AP,0.464,0.318,,6107,Magic Gem of Berserker,27.4,122.2,AP,0.180,,,7107,Berserker Monument,6.01,557.2,AP,0.086,,,6007,Gem of Berserker,36.5,91.8,AP,0.076,,,7101,Saber Monument,8.41,398.2,AP,0.125,,,7103,Lancer Monument,7.69,435.5,AP,0.110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",251,"29,169",,,35.5,11.8,4.6,154.3,,,,,,,,,,6541,Arrowhead of Malice,43.417,77.1,AP,0.591,0.358,,6508,Ghost Lantern,43.417,77.1,AP,0.594,0.380,,6534,Mystic Gunpowder,65.125,51.4,AP,0.533,0.328,,6503,Proof of Hero,65.125,51.4,AP,0.364,0.178,,6516,Evil Bone,65.125,51.4,AP,0.362,0.239,,,,,,,,,,,,,,,,,,,-1,Blue Gems,43.417,,-2,Red Gems,43.417,,-3,Gold Gems,21.708,,-6,XP,651.3
Prelims: Galaxy,31.75,40,Lotto 1,8,,4.667,2.790,,6528,Primordial Lanugo,26.27,120.9,AP,0.851,0.507,,6502,Seed of Yggdrasil,49.96,63.6,AP,0.552,0.302,,6105,Magic Gem of Caster,26.2,121.2,AP,0.145,,,7105,Caster Monument,23.2,136.9,AP,0.357,,,6005,Gem of Caster,35.1,90.5,AP,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",296,"38,976",,,45.0,15.0,3.6,115.5,,,,,,,,,,6541,Arrowhead of Malice,55.000,57.7,AP,0.790,0.478,,6508,Ghost Lantern,55.000,57.7,AP,0.793,0.508,,6534,Mystic Gunpowder,82.500,38.5,AP,0.712,0.439,,6503,Proof of Hero,82.500,38.5,AP,0.486,0.238,,6516,Evil Bone,82.500,38.5,AP,0.483,0.319,,,,,,,,,,,,,,,,,,,-1,Blue Gems,55.000,,-2,Red Gems,55.000,,-3,Gold Gems,27.500,,-6,XP,825.0
Prelims: Space,31.74,40,Lotto 1,8,,5.247,3.144,,6518,Spirit Root,26.21,121.1,AP,1.268,0.621,,6513,Meteor Horseshoes,51.71,61.4,AP,0.709,0.539,,6201,Secret Gem of Saber,26.43,120.1,AP,0.576,,,7101,Saber Monument,8.79,361.1,AP,0.137,,,7104,Rider Monument,18.6,170.6,AP,0.285,,,6004,Gem of Rider,31.7,100.1,AP,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",296,"39,041",,,45.1,15.0,3.6,115.3,,,,,,,,,,6541,Arrowhead of Malice,55.073,57.6,AP,0.791,0.479,,6508,Ghost Lantern,55.073,57.6,AP,0.795,0.508,,6534,Mystic Gunpowder,82.610,38.4,AP,0.713,0.440,,6503,Proof of Hero,82.610,38.4,AP,0.487,0.238,,6516,Evil Bone,82.610,38.4,AP,0.484,0.319,,,,,,,,,,,,,,,,,,,-1,Blue Gems,55.073,,-2,Red Gems,55.073,,-3,Gold Gems,27.537,,-6,XP,826.1
Main: Isle,33.96,40,Lotto 2,8,,2.991,1.727,,6515,Octuplet Crystal,27.27,124.5,AP,0.372,0.182,,6505,Void's Dust,45.45,74.7,AP,0.387,0.190,,6206,Secret Gem of Assassin,9.09,373.6,AP,0.197,,,7006,Assassin Piece,15.5,219.1,AP,0.072,,,7005,Caster Piece,8.62,394.0,AP,0.039,,,6006,Gem of Assassin,24.1,140.9,AP,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,400",218,"26,659",,,37.4,10.4,5.0,168.8,,,,,,,,,,6541,Arrowhead of Malice,40.237,84.4,AP,0.540,0.327,,6508,Ghost Lantern,40.237,84.4,AP,0.543,0.347,,6534,Mystic Gunpowder,60.355,56.3,AP,0.487,0.300,,6503,Proof of Hero,60.355,56.3,AP,0.332,0.163,,6516,Evil Bone,60.355,56.3,AP,0.331,0.218,,,,,,,,,,,,,,,,,,,-1,Blue Gems,40.237,,-2,Red Gems,40.237,,-3,Gold Gems,20.118,,-6,XP,603.6
Main: Cont.,34.16,40,Lotto 2,8,,3.018,1.779,,6501,Phoenix Feather,56.67,60.3,AP,0.871,0.476,,6203,Secret Gem of Lancer,13.33,256.3,AP,0.287,,,7103,Lancer Monument,26.5,128.9,AP,0.371,,,6103,Magic Gem of Lancer,20.3,168.3,AP,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,900",231,"25,637",,,35.7,10.1,5.1,175.5,,,,,,,,,,6541,Arrowhead of Malice,38.923,87.8,AP,0.520,0.314,,6508,Ghost Lantern,38.923,87.8,AP,0.522,0.334,,6534,Mystic Gunpowder,58.385,58.5,AP,0.468,0.289,,6503,Proof of Hero,58.385,58.5,AP,0.320,0.156,,6516,Evil Bone,58.385,58.5,AP,0.318,0.210,,,,,,,,,,,,,,,,,,,-1,Blue Gems,38.923,,-2,Red Gems,38.923,,-3,Gold Gems,19.462,,-6,XP,583.9
Main: Planet,33.21,40,Lotto 2,8,,3.864,2.255,,6546,Fruit of Eternity,24.3,136.7,AP,0.675,0.341,,6524,Great Knight Medal,38.18,87.0,AP,0.622,0.356,,6201,Secret Gem of Saber,8.5,390.7,AP,0.177,,,7101,Saber Monument,23.4,141.9,AP,0.349,,,6101,Magic Gem of Saber,27.2,122.1,AP,0.180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",253,"30,659",,,40.2,12.0,4.4,146.8,,,,,,,,,,6541,Arrowhead of Malice,45.253,73.4,AP,0.621,0.376,,6508,Ghost Lantern,45.253,73.4,AP,0.624,0.399,,6534,Mystic Gunpowder,67.880,48.9,AP,0.560,0.345,,6503,Proof of Hero,67.880,48.9,AP,0.382,0.187,,6516,Evil Bone,67.880,48.9,AP,0.380,0.251,,,,,,,,,,,,,,,,,,,-1,Blue Gems,45.253,,-2,Red Gems,45.253,,-3,Gold Gems,22.627,,-6,XP,678.8
Main: Galaxy,31.65,40,Lotto 2,8,,4.917,2.964,,6548,Flaming Oni Lantern Plant,20.94,151.1,AP,1.041,0.636,,6537,Giant's Ring,39.81,79.5,AP,0.561,0.317,,6207,Secret Gem of Berserker,16.22,195.1,AP,0.383,,,7107,Berserker Monument,7.35,430.6,AP,0.111,,,7101,Saber Monument,7.18,440.8,AP,0.113,,,7102,Archer Monument,7,452.1,AP,0.107,,,6107,Magic Gem of Berserker,27.1,116.8,AP,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",297,"39,578",,,47.7,14.9,3.6,113.7,,,,,,,,,,6541,Arrowhead of Malice,55.673,56.8,AP,0.802,0.485,,6508,Ghost Lantern,55.673,56.8,AP,0.806,0.515,,6534,Mystic Gunpowder,83.510,37.9,AP,0.723,0.446,,6503,Proof of Hero,83.510,37.9,AP,0.493,0.242,,6516,Evil Bone,83.510,37.9,AP,0.491,0.324,,,,,,,,,,,,,,,,,,,-1,Blue Gems,55.673,,-2,Red Gems,55.673,,-3,Gold Gems,27.837,,-6,XP,835.1
Main: Space,31.61,40,Lotto 2,8,,5.329,3.298,,6525,Scarab of Wisdom,26.02,121.5,AP,1.257,0.735,,6514,Homunculus Baby,51.34,61.6,AP,0.737,0.540,,6205,Secret Gem of Caster,21.33,148.2,AP,0.333,,,7105,Caster Monument,27.1,116.6,AP,0.418,,,6105,Magic Gem of Caster,21.1,149.8,AP,0.117,,,6005,Gem of Caster,26.9,117.5,AP,0.070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",297,"39,809",,,47.9,15.0,3.6,113.0,,,,,,,,,,6541,Arrowhead of Malice,55.927,56.5,AP,0.807,0.488,,6508,Ghost Lantern,55.927,56.5,AP,0.810,0.518,,6534,Mystic Gunpowder,83.890,37.7,AP,0.727,0.448,,6503,Proof of Hero,83.890,37.7,AP,0.496,0.243,,6516,Evil Bone,83.890,37.7,AP,0.494,0.326,,,,,,,,,,,,,,,,,,,-1,Blue Gems,55.927,,-2,Red Gems,55.927,,-3,Gold Gems,27.963,,-6,XP,838.9
