Location,AP,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,,Eff,,,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Beg,26.85,2.034,1.164,,23,Shell of Reminiscense,10,268.5,AP,0.194,0.117,,,55,Gem of Rider,14.55,184.5,AP,0.046,,,,76,Rider Piece,10.91,246.1,AP,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,71,"17,492",,,8.9,4.5,9.5,256.1,,,15,Octuplet Crystal,0.210,128.1,AP,0.407,0.198,,,24,Refined Magatama,0.210,128.1,AP,0.404,0.216,,,6,Deadly Poison Needle,0.315,85.4,AP,0.392,0.235,,,8,Stake of Wailing Night,0.315,85.4,AP,0.363,0.224,,,25,Eternal Ice,0.037,731.8,AP,0.063,0.043,,,27,Aurora Steel,0.105,256.1,AP,0.210,0.131,,,-1,Blue Gems,0.210,,-2,Red Gems,0.210,,-3,Gold Gems,0.105
Int,29.89,3.043,1.702,,15,Octuplet Crystal,20.63,144.9,AP,0.360,0.175,,,56,Gem of Caster,15.63,191.2,AP,0.042,,,,77,Caster Piece,17.5,170.8,AP,0.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,97,"25,505",,,14.5,7.3,5.9,175.7,,,15,Octuplet Crystal,0.340,87.8,AP,0.593,0.289,,,24,Refined Magatama,0.340,87.8,AP,0.590,0.315,,,6,Deadly Poison Needle,0.511,58.6,AP,0.572,0.343,,,8,Stake of Wailing Night,0.511,58.6,AP,0.529,0.327,,,25,Eternal Ice,0.060,501.9,AP,0.092,0.062,,,27,Aurora Steel,0.170,175.7,AP,0.307,0.190,,,-1,Blue Gems,0.340,,-2,Red Gems,0.340,,-3,Gold Gems,0.170
Adv,32.07,4.306,2.512,,7,Mystic Spinal Fluid,42.29,75.8,AP,0.423,0.303,,,57,Gem of Assassin,23.97,133.8,AP,0.058,,,,78,Assassin Piece,18.95,169.2,AP,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,137,"36,903",,,25.3,11.1,3.8,121.4,,,15,Octuplet Crystal,0.528,60.7,AP,0.858,0.419,,,24,Refined Magatama,0.528,60.7,AP,0.853,0.455,,,6,Deadly Poison Needle,0.793,40.5,AP,0.828,0.497,,,8,Stake of Wailing Night,0.793,40.5,AP,0.766,0.473,,,25,Eternal Ice,0.092,346.9,AP,0.133,0.090,,,27,Aurora Steel,0.264,121.4,AP,0.444,0.275,,,-1,Blue Gems,0.528,,-2,Red Gems,0.528,,-3,Gold Gems,0.264
Fish,31.77,4.798,2.748,,45,Mysterious Divine Wine,8.22,386.5,AP,0.361,0.206,,,8,Stake of Wailing Night,37.78,84.1,AP,0.369,0.228,,,68,Secret Gem of Lancer,5.83,544.9,AP,0.269,,,,75,Lancer Piece,21.2,149.9,AP,0.188,,,,54,Gem of Lancer,28.8,110.3,AP,0.077,,,,,,,,,,,,,,,,,,,,,5400,170,"38,661",,,27.7,11.4,3.6,115.9,,,15,Octuplet Crystal,0.548,57.9,AP,0.899,0.439,,,24,Refined Magatama,0.548,57.9,AP,0.894,0.477,,,6,Deadly Poison Needle,0.823,38.6,AP,0.867,0.520,,,8,Stake of Wailing Night,0.823,38.6,AP,0.803,0.495,,,25,Eternal Ice,0.096,331.1,AP,0.139,0.094,,,27,Aurora Steel,0.274,115.9,AP,0.465,0.288,,,-1,Blue Gems,0.548,,-2,Red Gems,0.548,,-3,Gold Gems,0.274
Vegetable,31.21,5.449,3.142,,50,Fruit of Eternity,16.27,191.8,AP,0.541,0.273,,,21,Meteor Horseshoes,30.55,102.2,AP,0.484,0.351,,,72,Secret Gem of Berserker,16.04,194.6,AP,0.854,,,,86,Berserker Monument,11.1,281.2,AP,0.258,,,,58,Gem of Berserker,33.5,93.2,AP,0.081,,,,,,,,,,,,,,,,,,,,,6400,205,"42,058",,,31.8,12.0,3.4,106.5,,,15,Octuplet Crystal,0.586,53.3,AP,0.978,0.477,,,24,Refined Magatama,0.586,53.3,AP,0.973,0.519,,,6,Deadly Poison Needle,0.879,35.5,AP,0.943,0.566,,,8,Stake of Wailing Night,0.879,35.5,AP,0.873,0.539,,,25,Eternal Ice,0.103,304.3,AP,0.151,0.103,,,27,Aurora Steel,0.293,106.5,AP,0.506,0.314,,,-1,Blue Gems,0.586,,-2,Red Gems,0.586,,-3,Gold Gems,0.293
Meat,30.72,5.989,3.361,,36,Dragon's Reverse Scale,13.24,232.0,AP,0.745,0.421,,,18,Eternal Gear,33.59,91.5,AP,0.498,0.240,,,67,Secret Gem of Archer,10.95,280.5,AP,0.479,,,,81,Archer Monument,16,192.0,AP,0.360,,,,60,Magic Gem of Archer,28.2,108.9,AP,0.180,,,,53,Gem of Archer,12.1,253.9,AP,0.029,,,,,,,,,,,,7400,241,"45,111",,,33.2,12.7,3.2,99.3,,,15,Octuplet Crystal,0.619,49.7,AP,1.049,0.512,,,24,Refined Magatama,0.619,49.7,AP,1.043,0.557,,,6,Deadly Poison Needle,0.928,33.1,AP,1.012,0.607,,,8,Stake of Wailing Night,0.928,33.1,AP,0.936,0.578,,,25,Eternal Ice,0.108,283.7,AP,0.162,0.110,,,27,Aurora Steel,0.309,99.3,AP,0.543,0.337,,,-1,Blue Gems,0.619,,-2,Red Gems,0.619,,-3,Gold Gems,0.309
Cheese,30.62,6.194,3.591,,41,Lamp of Evil-Sealing,23.6,129.7,AP,0.740,0.404,,,20,Homunculus Baby,37.33,82.0,AP,0.644,0.450,,,59,Magic Gem of Saber,33.12,92.5,AP,0.242,,,,80,Saber Monument,19,161.2,AP,0.462,,,,52,Gem of Saber,11.7,261.7,AP,0.031,,,,,,,,,,,,,,,,,,,,,8400,274,"45,722",,,33.9,12.8,3.2,98.0,,,15,Octuplet Crystal,0.625,49.0,AP,1.063,0.519,,,24,Refined Magatama,0.625,49.0,AP,1.057,0.564,,,6,Deadly Poison Needle,0.938,32.7,AP,1.026,0.615,,,8,Stake of Wailing Night,0.938,32.7,AP,0.949,0.586,,,25,Eternal Ice,0.109,280.0,AP,0.165,0.112,,,27,Aurora Steel,0.313,98.0,AP,0.550,0.341,,,-1,Blue Gems,0.625,,-2,Red Gems,0.625,,-3,Gold Gems,0.313
Noodle,27.65,9.029,5.228,,48,Egg of Truth,21.05,131.4,AP,1.253,0.743,,,14,Ghost Lantern,40.49,68.3,AP,0.761,0.494,,,68,Secret Gem of Lancer,21.27,130.0,AP,1.126,,,,82,Lancer Monument,21.8,126.8,AP,0.574,,,,54,Gem of Lancer,22.4,123.4,AP,0.069,,,,54,Gem of Lancer,5.8,476.7,AP,0.018,,,,,,,,,,,,9400,340,"66,673",,,44.7,16.9,2.4,67.2,,,15,Octuplet Crystal,0.823,33.6,AP,1.551,0.756,,,24,Refined Magatama,0.823,33.6,AP,1.542,0.823,,,6,Deadly Poison Needle,1.235,22.4,AP,1.496,0.897,,,8,Stake of Wailing Night,1.235,22.4,AP,1.384,0.854,,,25,Eternal Ice,0.144,192.0,AP,0.240,0.163,,,27,Aurora Steel,0.412,67.2,AP,0.802,0.497,,,-1,Blue Gems,0.823,,-2,Red Gems,0.823,,-3,Gold Gems,0.412
Tidying Up,27.81,9.527,5.497,,51,Flaming Oni Lantern Plant,26.3,105.7,AP,1.608,0.984,,,30,Crown of Silvery Light,52.19,53.3,AP,1.032,0.594,,,71,Secret Gem of Assassin,31.36,88.7,AP,1.782,,,,85,Assassin Monument,26.1,106.6,AP,0.654,,,,57,Gem of Assassin,5.9,471.4,AP,0.016,,,,,,,,,,,,,,,,,,,,,9400,338,"65,460",,,44.8,16.6,2.5,68.4,,,15,Octuplet Crystal,0.813,34.2,AP,1.523,0.743,,,24,Refined Magatama,0.813,34.2,AP,1.514,0.808,,,6,Deadly Poison Needle,1.219,22.8,AP,1.468,0.881,,,8,Stake of Wailing Night,1.219,22.8,AP,1.359,0.839,,,25,Eternal Ice,0.142,195.5,AP,0.236,0.160,,,27,Aurora Steel,0.406,68.4,AP,0.788,0.488,,,-1,Blue Gems,0.813,,-2,Red Gems,0.813,,-3,Gold Gems,0.406
Ice Cream,,,,,25,Eternal Ice,43.15,0.0,AP,,0.000,,,64,Magic Gem of Assassin,11.22,0.0,AP,,,,,57,Gem of Assassin,34.06,0.0,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400,,,,,,,,,,,15,Octuplet Crystal,,,,,,,,24,Refined Magatama,,,,,,,,6,Deadly Poison Needle,,,,,,,,8,Stake of Wailing Night,,,,,,,,25,Eternal Ice,,,,,,,,27,Aurora Steel,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,
