Location,AP,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,,Eff,,,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Prelims: Isle,35.27,2.695,1.681,,27,Aurora Steel,27.98,126.1,AP,0.428,0.265,,,3,Dragon Fang,45.27,77.9,AP,0.357,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7400,210,"20,120",,,34.7,10.0,6.3,223.7,,,29,Arrowhead of Malice,31.540,111.8,AP,0.462,0.285,,,14,Ghost Lantern,31.540,111.8,AP,0.465,0.302,,,9,Mystic Gunpowder,47.310,74.6,AP,0.408,0.267,,,1,Proof of Hero,47.310,74.6,AP,0.276,0.135,,,2,Evil Bone,47.310,74.6,AP,0.299,0.184,,,,,,,,,,,,-1,Blue Gems,31.540,,-2,Red Gems,31.540,,-3,Gold Gems,15.770
Prelims: Cont.,34.91,2.854,1.676,,24,Refined Magatama,32.61,107.1,AP,0.484,0.258,,,1,Proof of Hero,50,69.8,AP,0.295,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7900,226,"21,858",,,35.6,11.0,5.9,205.9,,,29,Arrowhead of Malice,33.913,102.9,AP,0.502,0.309,,,14,Ghost Lantern,33.913,102.9,AP,0.505,0.328,,,9,Mystic Gunpowder,50.870,68.6,AP,0.443,0.290,,,1,Proof of Hero,50.870,68.6,AP,0.300,0.146,,,2,Evil Bone,50.870,68.6,AP,0.325,0.200,,,,,,,,,,,,-1,Blue Gems,33.913,,-2,Red Gems,33.913,,-3,Gold Gems,16.957
Prelims: Planet,34.67,3.365,2.024,,46,Reactor Core of Dawn,22.41,154.7,AP,0.671,0.338,,,25,Eternal Ice,37.99,91.3,AP,0.505,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400,242,"23,054",,,35.5,11.8,5.6,195.2,,,29,Arrowhead of Malice,35.523,97.6,AP,0.530,0.326,,,14,Ghost Lantern,35.523,97.6,AP,0.533,0.346,,,9,Mystic Gunpowder,53.285,65.1,AP,0.467,0.306,,,1,Proof of Hero,53.285,65.1,AP,0.317,0.154,,,2,Evil Bone,53.285,65.1,AP,0.343,0.211,,,,,,,,,,,,-1,Blue Gems,35.523,,-2,Red Gems,35.523,,-3,Gold Gems,17.762
Prelims: Galaxy,33.25,4.407,2.650,,43,Primordial Lanugo,26.27,126.6,AP,0.910,0.535,,,13,Seed of Yggdrasil,49.96,66.6,AP,0.606,0.340,,,63,Magic Gem of Caster,,,,,,,,84,Caster Monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9400,283,"30,451",,,45.0,15.0,4.4,147.8,,,29,Arrowhead of Malice,45.000,73.9,AP,0.700,0.431,,,14,Ghost Lantern,45.000,73.9,AP,0.704,0.457,,,9,Mystic Gunpowder,67.500,49.3,AP,0.617,0.404,,,1,Proof of Hero,67.500,49.3,AP,0.418,0.204,,,2,Evil Bone,67.500,49.3,AP,0.453,0.279,,,,,,,,,,,,-1,Blue Gems,45.000,,-2,Red Gems,45.000,,-3,Gold Gems,22.500
Prelims: Space,33.24,4.921,2.949,,37,Spirit Root,26.21,126.8,AP,1.256,0.613,,,21,Meteor Horseshoes,51.71,64.3,AP,0.768,0.559,,,66,Secret Gem of Saber,26.43,125.8,AP,1.147,,,,80,Saber Monument,,,,,,,,83,Rider Monument,,,,,,,,,,,,,,,,,,,,,,,,,9400,283,"30,501",,,45.1,15.0,4.4,147.5,,,29,Arrowhead of Malice,45.060,73.8,AP,0.701,0.432,,,14,Ghost Lantern,45.060,73.8,AP,0.705,0.457,,,9,Mystic Gunpowder,67.590,49.2,AP,0.618,0.404,,,1,Proof of Hero,67.590,49.2,AP,0.419,0.204,,,2,Evil Bone,67.590,49.2,AP,0.453,0.279,,,,,,,,,,,,-1,Blue Gems,45.060,,-2,Red Gems,45.060,,-3,Gold Gems,22.530
Main: Isle,35.01,2.843,1.640,,15,Octuplet Crystal,27.27,128.4,AP,0.406,0.198,,,4,Void's Dust,45.45,77.0,AP,0.405,0.195,,,71,Secret Gem of Assassin,9.09,385.1,AP,0.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7400,211,"21,399",,,37.4,10.4,6.0,210.3,,,29,Arrowhead of Malice,33.297,105.1,AP,0.492,0.303,,,14,Ghost Lantern,33.297,105.1,AP,0.495,0.321,,,9,Mystic Gunpowder,49.945,70.1,AP,0.434,0.284,,,1,Proof of Hero,49.945,70.1,AP,0.294,0.143,,,2,Evil Bone,49.945,70.1,AP,0.318,0.196,,,,,,,,,,,,-1,Blue Gems,33.297,,-2,Red Gems,33.297,,-3,Gold Gems,16.648
Main: Cont.,35.17,2.911,1.737,,17,Phoenix Feather,56.67,62.1,AP,0.957,0.538,,,68,Secret Gem of Lancer,13.33,263.8,AP,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7900,225,"20,581",,,35.7,10.1,6.2,218.7,,,29,Arrowhead of Malice,32.170,109.3,AP,0.473,0.291,,,14,Ghost Lantern,32.170,109.3,AP,0.476,0.309,,,9,Mystic Gunpowder,48.255,72.9,AP,0.417,0.273,,,1,Proof of Hero,48.255,72.9,AP,0.283,0.138,,,2,Evil Bone,48.255,72.9,AP,0.306,0.189,,,,,,,,,,,,-1,Blue Gems,32.170,,-2,Red Gems,32.170,,-3,Gold Gems,16.085
Main: Planet,34.41,3.609,2.101,,50,Fruit of Eternity,20.91,164.6,AP,0.630,0.318,,,22,Great Knight Medal,38.18,90.1,AP,0.664,0.363,,,66,Secret Gem of Saber,13.64,252.3,AP,0.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400,244,"24,381",,,40.2,12.0,5.4,184.6,,,29,Arrowhead of Malice,37.287,92.3,AP,0.560,0.345,,,14,Ghost Lantern,37.287,92.3,AP,0.563,0.366,,,9,Mystic Gunpowder,55.930,61.5,AP,0.494,0.323,,,1,Proof of Hero,55.930,61.5,AP,0.335,0.163,,,2,Evil Bone,55.930,61.5,AP,0.362,0.223,,,,,,,,,,,,-1,Blue Gems,37.287,,-2,Red Gems,37.287,,-3,Gold Gems,18.643
Main: Galaxy,33.14,4.614,2.815,,51,Flaming Oni Lantern Plant,20.94,158.3,AP,1.074,0.658,,,26,Giant's Ring,39.81,83.2,AP,0.591,0.348,,,72,Secret Gem of Berserker,16.22,204.3,AP,0.813,,,,86,Berserker Monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9400,284,"31,050",,,47.7,14.9,4.4,144.9,,,29,Arrowhead of Malice,45.733,72.5,AP,0.713,0.440,,,14,Ghost Lantern,45.733,72.5,AP,0.718,0.466,,,9,Mystic Gunpowder,68.600,48.3,AP,0.629,0.411,,,1,Proof of Hero,68.600,48.3,AP,0.426,0.208,,,2,Evil Bone,68.600,48.3,AP,0.462,0.284,,,,,,,,,,,,-1,Blue Gems,45.733,,-2,Red Gems,45.733,,-3,Gold Gems,22.867
Main: Space,33.11,5.162,3.204,,42,Scarab of Wisdom,26.02,127.2,AP,1.379,0.812,,,20,Homunculus Baby,51.34,64.5,AP,0.819,0.573,,,70,Secret Gem of Caster,21.33,155.2,AP,0.338,,,,84,Caster Monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9400,284,"31,219",,,47.9,15.0,4.4,144.1,,,29,Arrowhead of Malice,45.940,72.1,AP,0.717,0.442,,,14,Ghost Lantern,45.940,72.1,AP,0.721,0.468,,,9,Mystic Gunpowder,68.910,48.0,AP,0.633,0.414,,,1,Proof of Hero,68.910,48.0,AP,0.429,0.209,,,2,Evil Bone,68.910,48.0,AP,0.464,0.286,,,,,,,,,,,,-1,Blue Gems,45.940,,-2,Red Gems,45.940,,-3,Gold Gems,22.970
