Location,AP,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,,Eff,,,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Prelims: Beg,8.59,3.048,1.591,,1,Proof of Hero,13.3,64.6,AP,0.319,0.156,,,54,Gem of Lancer,3.16,271.8,AP,0.031,,,,75,Lancer Piece,2.8,306.8,AP,0.092,,,,58,Gem of Berserker,1.31,655.7,AP,0.011,,,,76,Rider Piece,3.11,276.2,AP,0.102,,,,,,,,,,,,,,,,,,,,,1900,221,"24,207",,,8.1,2.0,21.4,183.4,,,19,Forbidden Page,9.367,91.7,AP,0.756,0.378,,,22,Great Knight Medal,9.367,91.7,AP,0.652,0.356,,,1,Proof of Hero,14.050,61.1,AP,0.337,0.164,,,4,Void's Dust,14.050,61.1,AP,0.510,0.246,,,5,Fool's Chain,14.050,61.1,AP,0.474,0.291,,,,,,,,,,,,-1,Blue Gems,9.367,,-2,Red Gems,9.367,,-3,Gold Gems,4.683
Prelims: Int,17.26,3.001,1.633,,3,Dragon Fang,21.84,79.0,AP,0.352,0.240,,,52,Gem of Saber,6.91,249.8,AP,0.032,,,,73,Saber Piece,2.2,784.5,AP,0.037,,,,57,Gem of Assassin,12,143.8,AP,0.054,,,,77,Caster Piece,3.3,523.0,AP,0.046,,,,,,,,,,,,,,,,,,,,,2900,168,"23,495",,,15.8,3.9,10.9,189.0,,,19,Forbidden Page,18.267,94.5,AP,0.733,0.367,,,22,Great Knight Medal,18.267,94.5,AP,0.633,0.346,,,1,Proof of Hero,27.400,63.0,AP,0.327,0.160,,,4,Void's Dust,27.400,63.0,AP,0.495,0.239,,,5,Fool's Chain,27.400,63.0,AP,0.460,0.282,,,,,,,,,,,,-1,Blue Gems,18.267,,-2,Red Gems,18.267,,-3,Gold Gems,9.133
Prelims: Adv,25.38,3.681,1.950,,22,Great Knight Medal,27.33,92.9,AP,0.644,0.352,,,52,Gem of Saber,27.2,93.3,AP,0.086,,,,73,Saber Piece,9.4,270.0,AP,0.107,,,,79,Berserker Piece,7.8,325.4,AP,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,173,"26,941",,,25.4,6.7,6.5,164.8,,,19,Forbidden Page,30.800,82.4,AP,0.841,0.420,,,22,Great Knight Medal,30.800,82.4,AP,0.726,0.397,,,1,Proof of Hero,46.200,54.9,AP,0.375,0.183,,,4,Void's Dust,46.200,54.9,AP,0.568,0.274,,,5,Fool's Chain,46.200,54.9,AP,0.528,0.323,,,,,,,,,,,,-1,Blue Gems,30.800,,-2,Red Gems,30.800,,-3,Gold Gems,15.400
Prelims: Exp,33.29,4.081,2.209,,34,Claw of Chaos,15.37,216.6,AP,0.416,0.260,,,6,Deadly Poison Needle,30.14,110.5,AP,0.303,0.182,,,65,Magic Gem of Berserker,19.4,171.6,AP,0.128,,,,81,Archer Monument,4.5,739.8,AP,0.093,,,,55,Gem of Rider,28,118.9,AP,0.071,,,,,,,,,,,,,,,,,,,,,6400,192,"29,809",,,35.1,9.9,4.5,148.9,,,19,Forbidden Page,44.700,74.5,AP,0.931,0.465,,,22,Great Knight Medal,44.700,74.5,AP,0.803,0.439,,,1,Proof of Hero,67.050,49.6,AP,0.415,0.202,,,4,Void's Dust,67.050,49.6,AP,0.628,0.303,,,5,Fool's Chain,67.050,49.6,AP,0.584,0.358,,,,,,,,,,,,-1,Blue Gems,44.700,,-2,Red Gems,44.700,,-3,Gold Gems,22.350
Prelims: Hero,32.11,5.519,2.928,,44,Cursed Beast Gallstone,18.29,175.6,AP,0.910,0.486,,,17,Phoenix Feather,27.51,116.7,AP,0.509,0.286,,,72,Secret Gem of Berserker,16.8,191.1,AP,0.870,,,,85,Assassin Monument,9,356.8,AP,0.195,,,,62,Magic Gem of Rider,24.3,132.1,AP,0.163,,,,55,Gem of Rider,22.6,142.1,AP,0.059,,,,,,,,,,,,7400,230,"36,366",,,36.8,12.1,3.8,122.1,,,19,Forbidden Page,52.600,61.0,AP,1.135,0.568,,,22,Great Knight Medal,52.600,61.0,AP,0.980,0.535,,,1,Proof of Hero,78.900,40.7,AP,0.506,0.247,,,4,Void's Dust,78.900,40.7,AP,0.767,0.370,,,5,Fool's Chain,78.900,40.7,AP,0.713,0.437,,,,,,,,,,,,-1,Blue Gems,52.600,,-2,Red Gems,52.600,,-3,Gold Gems,26.300
Prelims: Monarch,30.25,7.155,3.881,,42,Scarab of Wisdom,20.71,146.1,AP,1.202,0.708,,,16,Serpent Jewel,32.39,93.4,AP,0.578,0.346,,,67,Secret Gem of Archer,20.75,145.8,AP,0.923,,,,81,Archer Monument,13,232.7,AP,0.297,,,,60,Magic Gem of Archer,31.6,95.7,AP,0.205,,,,80,Saber Monument,3.7,817.6,AP,0.091,,,,,,,,,,,,8400,278,"47,678",,,44.9,15.0,3.1,93.1,,,19,Forbidden Page,64.967,46.6,AP,1.488,0.744,,,22,Great Knight Medal,64.967,46.6,AP,1.284,0.702,,,1,Proof of Hero,97.450,31.0,AP,0.664,0.324,,,4,Void's Dust,97.450,31.0,AP,1.005,0.485,,,5,Fool's Chain,97.450,31.0,AP,0.934,0.572,,,,,,,,,,,,-1,Blue Gems,64.967,,-2,Red Gems,64.967,,-3,Gold Gems,32.483
Prelims: Champ,30.25,7.663,4.093,,36,Dragon's Reverse Scale,25.26,119.8,AP,1.444,0.816,,,24,Refined Magatama,49.27,61.4,AP,0.844,0.450,,,72,Secret Gem of Berserker,25.21,120.0,AP,1.385,,,,86,Berserker Monument,12.7,238.2,AP,0.304,,,,80,Saber Monument,12.9,234.5,AP,0.317,,,,65,Magic Gem of Berserker,15.3,197.7,AP,0.111,,,,,,,,,,,,9400,311,"47,678",,,44.9,15.0,3.1,93.1,,,19,Forbidden Page,64.967,46.6,AP,1.488,0.744,,,22,Great Knight Medal,64.967,46.6,AP,1.284,0.702,,,1,Proof of Hero,97.450,31.0,AP,0.664,0.324,,,4,Void's Dust,97.450,31.0,AP,1.005,0.485,,,5,Fool's Chain,97.450,31.0,AP,0.934,0.572,,,,,,,,,,,,-1,Blue Gems,64.967,,-2,Red Gems,64.967,,-3,Gold Gems,32.483
Semis: Beg,8.57,3.216,1.729,,5,Fool's Chain,12.75,67.2,AP,0.431,0.264,,,58,Gem of Berserker,4.17,205.5,AP,0.036,,,,78,Assassin Piece,2.9,295.5,AP,0.099,,,,79,Berserker Piece,2.2,389.5,AP,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,222,"24,695",,,8.6,2.0,21.0,179.8,,,19,Forbidden Page,9.533,89.9,AP,0.771,0.385,,,22,Great Knight Medal,9.533,89.9,AP,0.665,0.364,,,1,Proof of Hero,14.300,59.9,AP,0.344,0.168,,,4,Void's Dust,14.300,59.9,AP,0.521,0.251,,,5,Fool's Chain,14.300,59.9,AP,0.484,0.296,,,,,,,,,,,,-1,Blue Gems,9.533,,-2,Red Gems,9.533,,-3,Gold Gems,4.767
Semis: Int,17.14,3.293,1.820,,20,Homunculus Baby,16.5,103.9,AP,0.508,0.355,,,65,Magic Gem of Berserker,9,190.4,AP,0.116,,,,77,Caster Piece,4,428.5,AP,0.056,,,,58,Gem of Berserker,10.7,160.2,AP,0.047,,,,74,Archer Piece,3.7,463.2,AP,0.061,,,,79,Berserker Piece,2,857.0,AP,0.034,,,,,,,,,,,,2900,169,"24,695",,,17.2,4.0,10.5,179.8,,,19,Forbidden Page,19.067,89.9,AP,0.771,0.385,,,22,Great Knight Medal,19.067,89.9,AP,0.665,0.364,,,1,Proof of Hero,28.600,59.9,AP,0.344,0.168,,,4,Void's Dust,28.600,59.9,AP,0.521,0.251,,,5,Fool's Chain,28.600,59.9,AP,0.484,0.296,,,,,,,,,,,,-1,Blue Gems,19.067,,-2,Red Gems,19.067,,-3,Gold Gems,9.533
Semis: Adv,25.2,3.544,1.877,,17,Phoenix Feather,15.64,161.1,AP,0.369,0.207,,,59,Magic Gem of Saber,12.33,204.4,AP,0.110,,,,73,Saber Piece,7.3,345.2,AP,0.084,,,,52,Gem of Saber,25,100.8,AP,0.079,,,,76,Rider Piece,6.33,398.1,AP,0.071,,,,79,Berserker Piece,6,420.0,AP,0.069,,,,,,,,,,,,4400,175,"28,161",,,27.9,6.8,6.3,157.7,,,19,Forbidden Page,31.967,78.8,AP,0.879,0.440,,,22,Great Knight Medal,31.967,78.8,AP,0.759,0.415,,,1,Proof of Hero,47.950,52.6,AP,0.392,0.191,,,4,Void's Dust,47.950,52.6,AP,0.594,0.286,,,5,Fool's Chain,47.950,52.6,AP,0.552,0.338,,,,,,,,,,,,-1,Blue Gems,31.967,,-2,Red Gems,31.967,,-3,Gold Gems,15.983
